Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Under the Silver Lake,2018,"Crime, Drama, Mystery",6.4,8.165,139,David Robert Mitchell,David Robert Mitchell,"Andrew Garfield, Riley Keough, Topher Grace","secret society, seduction, dark comedy, surrealism, dream sequence, voyeur, part animation, neo-noir, hollywood hills, subliminal message","Young and disenchanted Sam meets a mysterious and beautiful woman who's swimming in his building's pool one night. When she suddenly vanishes the next morning, Sam embarks on a surreal quest across Los Angeles to decode the secret behind her disappearance, leading him into the murkiest depths of mystery, scandal and conspiracy.",1427,en,US
I Feel Pretty,2018,"Comedy, Romance",6.389,7.799,110,Abby Kohn,Abby Kohn,"Amy Schumer, Michelle Williams, Tom Hopper","confidence, delusion, head injury, cosmetics",A head injury causes a woman to develop an extraordinary amount of confidence and believe she's drop dead gorgeous.,2048,en,US
Tomb Raider,2018,"Action, Adventure, Fantasy",6.367,14.645,118,Roar Uthaug,,"Alicia Vikander, Dominic West, Walton Goggins","island, treasure hunt, remake, female protagonist, heiress, based on video game, bicycle courier, missing person, reboot, peril, slave labor, father daughter relationship","Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",7881,en,"GB, US"
The Beach House,2018,"TV Movie, Romance, Drama",6.349,7.703,90,Roger Spottiswoode,,"Minka Kelly, Chad Michael Murray, Andie MacDowell","small town, beach, based on novel or book, roommates, ex-boyfriend, south carolina, pregnant woman, beach house, first love, young love, dead father, advertising executive, mother daughter estrangement, family argument, summertime, mother son relationship, mother daughter relationship, memories, childhood memories, brother sister estrangement","Cara Rudland thought she’d left her Southern roots and troubled family far behind, but returns to the scenic Lowcountry of her childhood summers after losing her job in Chicago. There, she reconnects with her mother Lovie, who has been caring for her young, pregnant friend Toy in her charming beach house.",73,en,US
12 Strong,2018,"War, Drama, Action, History",6.332,14.259,130,Nicolai Fuglsig,Ted Tally,"Chris Hemsworth, Michael Shannon, Michael Peña","central intelligence agency (cia), based on novel or book, afghanistan, based on true story, taliban, post 9/11",A team of special forces head into Afghanistan in the aftermath of the September 11th attacks in an attempt to dismantle the Taliban.,2986,en,US
Second Act,2018,"Romance, Comedy",6.3,7.505,103,Peter Segal,Justin Zackham,"Jennifer Lopez, Vanessa Hudgens, Leah Remini","new york city, career woman, forty something, best friend, second chance, job hunting, assistant manager, facebook, career resurrection, finance, street smarts, secret, innovator, passed over for promotion","Value Shop assistant manager Maya Vargas wants only one thing for her 43rd birthday -- a promotion. While her résumé may not scream upper management, her track record certainly does; she is an innovator who listens to her customers and delivers results. When she loses the job to a college-educated candidate, Maya sets out to prove to Madison Avenue that street smarts are as valuable as book smarts -- and it's never too late for a second act.",1200,en,US
White Boy Rick,2018,"Crime, Drama",6.3,12.138,111,Yann Demange,Noah Miller,"Richie Merritt, Matthew McConaughey, Jennifer Jason Leigh","war on drugs, drug trafficking, fbi, based on true story, informant, detroit, michigan, 1980s","The story of Richard Wershe Jr., a teenager who became an undercover informant for the police during the 1980s, and was ultimately arrested for drug trafficking and sentenced to life in prison.",1095,en,US
Blockers,2018,Comedy,6.3,7.832,102,Kay Cannon,Jim Kehoe,"Leslie Mann, John Cena, Ike Barinholtz","parent child relationship, loss of virginity, house party, prom, teenage girl, teen comedy, teenage sexuality, woman director, prom night, mid-life crisis, teenager","When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",2001,en,US
The Meg,2018,"Action, Science Fiction, Horror",6.3,22.595,113,Jon Turteltaub,,"Jason Statham, Li Bingbing, Rainn Wilson","beach, based on novel or book, deep sea, underwater, shark, oceanic expedition, kaiju, underwater facility, mariana trench","A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",7727,en,US
Unfriended: Dark Web,2018,"Horror, Thriller, Mystery",6.3,8.198,92,Stephen Susco,Stephen Susco,"Colin Woodell, Betty Gabriel, Rebecca Rittenhouse","webcam, sequel, lesbian relationship, hacking, computer screen, found footage, skype, game night, screenlife","​When a 20-something finds a cache of hidden files on his new laptop, he and his friends are unwittingly thrust into the depths of the dark web. They soon discover someone has been watching their every move and will go to unimaginable lengths to protect the dark web.",1538,en,US
Skyscraper,2018,"Action, Thriller, Adventure",6.3,10.147,102,Rawson Marshall Thurber,,"Dwayne Johnson, Neve Campbell, Chin Han","fire, china, skyscraper, hong kong, high tech, security system, pearl, penthouse, world's tallest building, trapped in burning building","Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",5037,en,US
Mary Magdalene,2018,"Drama, History",6.292,7.683,120,Garth Davis,Helen Edmundson,"Rooney Mara, Joaquin Phoenix, Chiwetel Ejiofor","christianity, jerusalem, bible, mary magdalene, jesus christ, christian film","In the first century, free-spirited Mary Magdalene flees the marriage her family has arranged for her, finding refuge and a sense of purpose in a radical new movement led by the charismatic, rabble-rousing preacher named Jesus.",527,en,"US, GB, AU"
A-X-L,2018,"Science Fiction, Action, Adventure, Family",6.282,7.491,98,Oliver Daly,Oliver Daly,"Alex Neustaedter, Becky G, Alex MacNicoll","friendship, technology, friends, robot, robot dog",The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.,1172,en,US
Johnny English Strikes Again,2018,"Action, Adventure, Comedy",6.265,8.848,89,David Kerr,William Davies,"Rowan Atkinson, Olga Kurylenko, Ben Miller","spy, parody, sequel, slapstick comedy","Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology.",2525,en,GB
Time Trap,2018,"Science Fiction, Adventure",6.26,11.481,87,Ben Foster,Mark Dennis,"Andrew Wilson, Cassidy Gifford, Brianne Howey","time warp, professor, cave, investigation, time travel, climbing, time loop, archaeologist, missing person, search party, unsolved mystery, adventurer, archaeological expedition, time portal, rock climbing, college professor, mysterious events, amused",A group of students become trapped inside a mysterious cave where they discover time passes differently underground than on the surface.,1168,en,US
Insidious: The Last Key,2018,"Horror, Thriller",6.252,14.322,103,Adam Robitel,Leigh Whannell,"Lin Shaye, Leigh Whannell, Angus Sampson","key, medium, haunted house, prequel, spirit, 1950s, insidious","Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",2931,en,US
Unsane,2018,"Horror, Thriller",6.251,7.724,98,Steven Soderbergh,,"Claire Foy, Joshua Leonard, Jay Pharoah","stalker, mental institution, fear, mother daughter relationship, shot on iphone",A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,1524,en,US
Mortal Engines,2018,"Adventure, Science Fiction",6.215,10.021,128,Christian Rivers,,"Hera Hilmar, Robert Sheehan, Hugo Weaving","based on novel or book, dystopia, post-apocalyptic future, revenge, wasteland, steampunk, futuristic vehicle, based on young adult novel","Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",4737,en,"NZ, US"
Death Race: Beyond Anarchy,2018,"Action, Thriller, Science Fiction",6.2,11.109,111,Don Michael Paul,,"Danny Trejo, Zach McGowan, Danny Glover","prison, car race, sequel, street race, infiltration, death game",Black Ops specialist Connor Gibson infiltrates a maximum security prison to take down legendary driver Frankenstein in a violent and brutal car race.,337,en,US
Mile 22,2018,"Action, Thriller",6.2,10.01,94,Peter Berg,,"Mark Wahlberg, Lauren Cohan, Iko Uwais","martial arts, central intelligence agency (cia), handheld camera, top secret, black ops, political corruption, intelligence officer, elite forces, tactical command unit, triple agent, pretentious","An elite group of American operatives, aided by a top-secret tactical command team, must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city.",2242,en,US
The House with a Clock in Its Walls,2018,"Fantasy, Family, Comedy",6.2,9.233,105,Eli Roth,,"Jack Black, Cate Blanchett, Owen Vaccaro","based on novel or book, clock, haunted house, uncle, pumpkin, orphan, warlock, secret passageway, 1950s, magician","When ten-year-old Lewis is suddenly orphaned, he is sent to live with his Uncle Jonathan in a creaky (and creepy) old mansion with a mysterious ticking noise that emanates from the walls. Upon discovering that his uncle is a warlock, Lewis begins learning magic, but when he rebelliously resurrects an evil warlock he must find the secret of the house and save the world from destruction.",2172,en,US
Death Wish,2018,"Action, Crime, Thriller, Drama",6.2,8.663,107,Eli Roth,,"Bruce Willis, Vincent D'Onofrio, Dean Norris","robbery, based on novel or book, police, gun, kidnapping, detective, remake, vigilante, shootout, dark hero, criminal, aggressive, death of wife, father daughter relationship, vigilante justice, provocative",A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,2584,en,US
Prospect,2018,Science Fiction,6.2,8.065,98,Zeek Earl,,"Sophie Thatcher, Pedro Pascal, Jay Duplass","survival, alien planet, space western, natural resources, father daughter relationship, giant forest, toxic atmosphere","A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive.",852,en,"CA, US"
Accident Man,2018,"Action, Crime, Thriller",6.2,7.466,101,Jesse V. Johnson,Scott Adkins,"Scott Adkins, Ray Stevenson, Ashley Greene",based on comic,"Mike Fallon, the Accident Man, is a stone cold killer.  When a loved one is murdered by his own crew, Fallon is forced to avenge the one person who actually meant something to him.",510,en,"US, GB"
Daphne & Velma,2018,"Comedy, Horror, Action, Crime",6.2,9.946,75,Suzi Yoonessi,Kyle Mack,"Sarah Jeffery, Sarah Gilman, Vanessa Marano","high school, amateur detective, based on cartoon, spin off","Before their eventual team-up with Scooby and the gang, bright and optimistic Daphne and whip-smart and analytical Velma are both mystery-solving teens who are best friends but have only met online - until now. Daphne has just transferred to Velma's school, Ridge Valley High, an incredible tech-savvy institute with all the latest gadgets provided by the school's benefactor, tech billionaire Tobias Bloom. And while competition is fierce among the students for a coveted internship at Bloom Innovative, Daphne and Velma dig beyond all the gadgets and tech to investigate what is causing some of the brightest students in school to disappear - only to emerge again in a zombie-fied state.",242,en,US
Mandy,2018,"Fantasy, Action, Horror",6.191,7.603,122,Panos Cosmatos,Casper Kelly,"Nicolas Cage, Andrea Riseborough, Linus Roache","rescue, nightmare, kidnapping, narcissism, dark comedy, lsd, surrealism, hallucinogen, revenge, grief, murder, russian roulette, animated scene, chainsaw, cabin in the woods, motorcycle, death, lumberjack, psychotic, cult leader, religious cult, burning corpse, aggressive, death of girlfriend, nervous, 1980s, grim, vengeance, psychedelic drug, demonic, independent film, blood, biker gang, intense, sinister, distressing, film in chapters","The Shadow Mountains, 1983. Red and Mandy lead a loving and peaceful existence; but when their pine-scented haven is savagely destroyed, Red is catapulted into a phantasmagoric journey filled with bloody vengeance and laced with fire.",1935,en,US
Braven,2018,"Drama, Action, Thriller",6.185,8.044,94,Lin Oeding,Thomas Pa'a Sibbett,"Jason Momoa, Stephen Lang, Garret Dillahunt","drug dealer, cocaine, log cabin",A logger defends his family from a group of dangerous drug runners.,1031,en,"CA, US"
Traffik,2018,"Horror, Thriller",6.146,7.389,96,Deon Taylor,Deon Taylor,"Paula Patton, Omar Epps, Missi Pyle","small town, sheriff, husband wife relationship, corruption, fight, gas station, kidnapping, human trafficking, biker, flashback, murder, death, phone, traffik","A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",454,en,US
Pacific Rim: Uprising,2018,"Action, Fantasy, Science Fiction, Adventure",6.135,16.901,111,Steven S. DeKnight,Steven S. DeKnight,"John Boyega, Scott Eastwood, Cailee Spaeny","mind control, race against time, japan, army, monster, artificial intelligence (a.i.), saving the world, cadet, military officer, evacuation, giant monster, duty, military base, damage, dormitory, mad scientist, portal, rivalry, sequel, alien, coming of age, futuristic, mecha, giant robot, mind reading, creature, robot, scientist, criminal, one against many, combat, blizzard, female fighter, kaiju, wisecrack humor, transforming robot, alien monster, teenage hero, mental link, mass destruction, humanoid robot, robot suits, female warrior, aircraft, laser beam, mass evacuation, mount fuji, japan, computer hacker, tokyo, disapproving","It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",5009,en,US
The Nutcracker and the Four Realms,2018,"Fantasy, Adventure, Family",6.1,11.304,99,Lasse Hallström,,"Mackenzie Foy, Jayden Fowora-Knight, Tom Sweet","princess, magic, fairy tale, betrayal, magical object, based on short story, christmas","When Clara’s mother leaves her a mysterious gift, she embarks on a journey to four secret realms—where she discovers her greatest strength could change the world.",2155,en,US
Kin,2018,"Science Fiction, Action, Adventure, Thriller",6.1,7.816,102,Jonathan Baker,Jonathan Baker,"Myles Truitt, Jack Reynor, Dennis Quaid","brother, high technology, strip club, parole, detroit, michigan","A young boy finds a powerful otherworldly weapon, which he uses to save his older adoptive brother from a crew of thugs. Before long, the two of them are also pursued by federal agents and mysterious mercenaries aiming to reclaim their asset.",828,en,US
The Girl in the Spider's Web,2018,"Action, Crime, Thriller",6.1,7.815,115,Fede Álvarez,,"Claire Foy, Sverrir Gudnason, LaKeith Stanfield","hacker, based on novel or book, sweden, stockholm, sweden, sequel, computer expert, millennium, computer programmer, gifted children, father daughter relationship, sister sister relationship","After being enlisted to recover a dangerous computer program, hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",1380,en,US
Life of the Party,2018,Comedy,6.1,8.1,105,Ben Falcone,Melissa McCarthy,"Melissa McCarthy, Matt Walsh, Molly Gordon","daughter, college, housewife","When her husband suddenly dumps her, longtime dedicated housewife Deanna turns regret into re-set by going back to college... landing in the same class and school as her daughter, who's not entirely sold on the idea. Plunging headlong into the campus experience, the increasingly outspoken Deanna – now Dee Rock – embraces freedom, fun, and frat boys on her own terms, finding her true self in a senior year no one ever expected.",989,en,US
Early Man,2018,"Family, Comedy, Animation, Adventure",6.1,7.564,89,Nick Park,,"Eddie Redmayne, Tom Hiddleston, Maisie Williams","sports, stone age, mining, stop motion, prehistory, cavemen, claymation, plasticine, football (soccer) match, bronze age","Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.",808,en,"GB, US"
The Domestics,2018,"Thriller, Horror",6.1,7.948,95,Mike P. Nelson,Mike P. Nelson,"Kate Bosworth, Tyler Hoechlin, Sonoya Mizuno","husband wife relationship, post-apocalyptic future, gang, cannibal, survive",A young husband and wife must fight to return home in a post-apocalyptic mid-western landscape ravaged by gangs.,459,en,US
Goosebumps 2: Haunted Halloween,2018,"Comedy, Fantasy, Horror",6.1,10.216,90,Ari Sandel,,"Jeremy Ray Taylor, Madison Iseman, Caleel Harris","halloween, sequel, based on children's book, glasses, horror for children, ventriloquist's dummy","Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!",1537,en,"US, GB"
Hotel Artemis,2018,"Thriller, Science Fiction, Action, Crime, Drama",6.051,7.427,94,Drew Pearce,,"Jodie Foster, Sterling K. Brown, Sofia Boutella","hotel, nurse, dystopia, orderly, street riots, riot, agoraphobia, los angeles, california, death of son, riot police, near future, clandestine hospital, 2020s","Los Angeles, June 21st, 2028. While the streets are being torn apart by riots, the Nurse, who runs a clandestine hospital for criminals in the penthouse of the Artemis, a closed old hotel, has a rough night dealing with troublemaker clients: thieves, assassins, someone from the past and the one who owns the place and the whole city.",1559,en,"US, GB"
Extinction,2018,"Action, Drama, Science Fiction, Thriller",6.0,13.271,96,Ben Young,,"Michael Peña, Lizzy Caplan, Israel Broussard","alien, space, mechanic, alien invasion, spaceship, cautionary, bold, foreboding","A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",1842,en,US
The First Purge,2018,"Action, Horror, Thriller",6.0,13.945,97,Gerard McMurray,James DeMonaco,"Y'lan Noel, Lex Scott Davis, Joivan Wade","new york city, new jersey, sequel, prequel, murder, church, social media, staten island, new york city, purge, abuse of power, apartment buildings","To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",4019,en,US
Replicas,2018,"Science Fiction, Thriller, Drama",6.0,8.004,107,Jeffrey Nachmanoff,,"Keanu Reeves, Alice Eve, Thomas Middleditch","laboratory, car accident, family, consciousness, biologist, synthetic, neuro-scientist, police task force",A scientist becomes obsessed with returning his family to normalcy after a terrible accident.,1375,en,"US, GB"
Anon,2018,"Science Fiction, Crime, Mystery, Thriller",5.971,7.556,100,Andrew Niccol,Andrew Niccol,"Clive Owen, Amanda Seyfried, Colm Feore","detective, dystopia, serial killer, privacy, procedural, augmented reality","Set in a near-future world where there is no privacy, ignorance or anonymity, our private memories are recorded and crime almost ceases to exist. In trying to solve a series of unsolved murders, Sal Frieland stumbles onto a young woman who appears to have subverted the system and disappeared. She has no identity, no history and no record. Sal realizes it may not be the end of crime but the beginning. Known only as 'The Girl', Sal must find her before he becomes the next victim.",1592,en,"GB, US"
12 Feet Deep,2018,Thriller,5.964,7.571,85,Matt Eskandari,Matt Eskandari,"Nora-Jane Noone, Alexandra Park, Diane Farr","strong woman, sibling relationship, forgiveness, based on true story, family secrets, sister, swimming pool, survival, female protagonist, trapped, endurance, diabetic, female empowerment, determination, wicked woman",Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.,295,en,US
Robin Hood,2018,"Adventure, Action, Thriller, Fantasy",5.905,9.145,116,Otto Bathurst,,"Taron Egerton, Jamie Foxx, Ben Mendelsohn","sheriff, affectation, robin hood, archer, sherwood forest, thief, nottingham, steampunk, middle ages (476-1453), medieval, nostalgic, philosophical, hoodie, inspirational, absurd, dramatic, admiring, adoring, amused, earnest",A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,2990,en,"HR, US, FR, HU, HK"
Winchester,2018,"Horror, Thriller",5.9,7.479,100,Peter Spierig,,"Jason Clarke, Helen Mirren, Sarah Snook","drug addiction, haunted house, earthquake, based on true story, rifle, architecture, doctor, ghost, fictional biography, san jose, california","San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.",1749,en,"AU, US"
Truth or Dare,2018,"Thriller, Horror",5.9,8.642,101,Jeff Wadlow,,"Lucy Hale, Violett Beane, Tyler Posey","mexico, sacrifice, college, hallucination, rejection, betrayal, demon, game, group of friends, spring break, doppelgänger, truth or dare, vulnerability, magic ritual","A harmless game of ""Truth or Dare"" among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.",4042,en,US
Tremors: A Cold Day in Hell,2018,"Action, Adventure, Science Fiction",5.9,8.28,98,Don Michael Paul,John Whelpley,"Michael Gross, Jamie Kennedy, Tanya van Graan","monster, sequel, creature, graboids, giant worm, power wagon",Burt Gummer and Travis Welker find themselves in a fight for survival after investigating deadly giant worm attacks in the Canadian arctic.,417,en,US
Scorpion King: Book of Souls,2018,"Action, Adventure, Fantasy",5.9,8.135,102,Don Michael Paul,David Alton Hedges,"Zach McGowan, Peter Mensah, Pearl Thusi","warlord, sister, prequel, relic, female warrior","The Scorpion King teams up with a female warrior named Tala, who is the sister of The Nubian King. Together they search for a legendary relic known as The Book of Souls, which will allow them to put an end to an evil warlord.",288,en,US
The Nun,2018,Horror,5.891,24.146,96,Corin Hardy,,"Taissa Farmiga, Demián Bichir, Bonnie Aarons","rome, italy, nun, supernatural, exorcism, father, priest, spirit, demon, spin off, evil nun, demonic possession, romania, murder mystery, ancient evil, the conjuring universe",A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,6736,en,US
The Debt Collector,2018,"Action, Comedy",5.811,7.707,96,Jesse V. Johnson,Jesse V. Johnson,"Scott Adkins, Louis Mandylor, Michael Paré","bodyguard, fistfight, mafia, debt collector, martial artist, drugs, grifter, loan shark, bloodbath, rookie, enforcer, hand to hand combat, paratrooper, mob, tatami","A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected.",214,en,"US, GB"
All the Devil's Men,2018,Action,5.8,7.613,99,Matthew Hope,Matthew Hope,"Sylvia Hoeks, William Fichtner, Gbenga Akinnagbe","london, england, central intelligence agency (cia), bounty hunter, gangster, private army, u.s. navy seal, terrorism, operative, wmd, disavowed","A battle-scarred War on Terror bounty hunter is forced to go to London on a manhunt for a disavowed CIA operative, which leads him into a deadly running battle with a former military comrade and his private army.",156,en,"US, GB"
The Happytime Murders,2018,"Action, Comedy, Crime",5.759,22.995,91,Brian Henson,,"Melissa McCarthy, Bill Barretta, Leslie David Baker","prostitute, fbi, adult humor, puppet, spoof, puppetry, drug lord, buddy cop","In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.",1008,en,US
High Life,2018,"Science Fiction, Drama, Mystery",5.741,7.413,113,Claire Denis,,"Robert Pattinson, Juliette Binoche, André 3000","baby, space travel, black hole, survival, murder, infertility, convict, dangerous mission, woman director, deep space, conception, damned, spaceship, ambiguous, pretentious",A father and his daughter struggle to survive in deep space where they live in isolation.,1106,en,FR
Sherlock Gnomes,2018,"Animation, Family, Fantasy, Comedy, Adventure, Mystery",5.7,8.197,86,John Stevenson,,"Johnny Depp, Emily Blunt, James McAvoy","villain, sequel, missing person, animate statue, sherlock holmes",Garden gnomes Gnomeo & Juliet recruit renown detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.,718,en,US
Redcon-1,2018,"Action, Horror, Science Fiction",5.697,8.959,117,Chee Keong Cheung,Mark Strange,"Oris Erhuero, Carlos Gallardo, Mark Strange","martial arts, zombie, soldier","After a zombie apocalypse spreads from a London prison, the UK is brought to its knees. The spread of the virus is temporarily contained but, without a cure, it’s only a matter of time before it breaks its boundaries and the biggest problem of all… any zombies with combat skills are now enhanced. With the South East of England quarantined from the rest of the world using fortified borders, intelligence finds that the scientist responsible for the outbreak is alive and well in London. With his recovery being the only hope of a cure, a squad of eight Special Forces soldiers is sent on a suicide mission to the city, now ruled by the undead, with a single task: get him out alive within 72 hours by any means necessary. What emerges is an unlikely pairing on a course to save humanity against ever-rising odds.",312,en,"GB, US"
The Predator,2018,"Science Fiction, Action, Adventure",5.631,17.413,107,Shane Black,Fred Dekker,"Boyd Holbrook, Trevante Rhodes, Sterling K. Brown","predator, sequel, alien, creature, alien invasion, military","When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",4725,en,"CA, US"
The Cloverfield Paradox,2018,"Horror, Science Fiction, Thriller",5.614,8.644,102,Julius Onah,,"Gugu Mbatha-Raw, Daniel Brühl, Chris O'Dowd","experiment, disorientation, alien, space, scientist, space station, vexed, desperate, parallel universe, alternate universe, disheartening","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",3300,en,US
The Dark Kingdom,2018,"Fantasy, Adventure, Science Fiction, Action",5.6,8.946,85,Simon Wells,Ben Loyd-Holmes,"Ross O'Hennessy, Ben Loyd-Holmes, Rebecca Dyson-Smith","princess, fire, army, magic, kingdom, prince, warrior woman, sequel, knight, dragon, king, quest, fury","To save their Kingdom from an army of undead, a group of warriors must travel through the forbidden lands fighting the fearsome beasts that call The Dark Kingdom their home.",73,en,GB
Black Water,2018,"Action, Thriller",5.6,7.722,105,Pasha Patriki,,"Jean-Claude Van Damme, Dolph Lundgren, Patrick Kilpatrick","martial arts, central intelligence agency (cia), submarine, operative, deep cover, black site","A deep cover operative awakens to find himself imprisoned on a submarine. With the help of a fellow prisoner and an amateur agent, he must race against the clock to escape the vessel and expose who set him up.",251,en,"CA, US"
Hell House LLC II: The Abaddon Hotel,2018,"Horror, Mystery",5.6,7.795,89,Stephen Cognetti,Stephen Cognetti,"Vas Eli, Jillian Geurts, Joy Shatz","hotel, ghost hunting, found footage, clairvoyant, investigative journalism, television / tv studio","Eight years after the opening night tragedy of HELL HOUSE LLC, many unanswered questions remain. Thanks to an anonymous tip, an investigative journalist is convinced that key evidence is hidden inside the abandoned Abaddon Hotel. She assembles a team to break into the hotel in hopes of discovering the truth. But the source of the tip and the secrets of the Abaddon Hotel are more horrifying than any of them could have imagined.",164,en,US
The Possession of Hannah Grace,2018,"Horror, Drama",5.6,8.093,86,Diederik Van Rooijen,Brian Sieve,"Shay Mitchell, Kirby Johnson, Grey Damon","rehabilitation, morgue, cop, drug rehabilitation, hospital, corpse, police officer, entity, graveyard shift","When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",1354,en,US
Terminal,2018,"Crime, Drama, Thriller",5.501,7.463,95,Vaughn Stein,Vaughn Stein,"Margot Robbie, Simon Pegg, Dexter Fletcher","assassin, double life, revenge, criminal mastermind, pulp, neo-noir, fatal","In the dark heart of a sprawling, anonymous city, two assassins carry out a sinister mission, a teacher battles a fatal illness, and an enigmatic janitor and a curious waitress lead dangerous double lives.  Murderous consequences unravel in the dead of night, as their lives intertwine at the hands of a mysterious criminal mastermind who is hell-bent on revenge.",818,en,"US, GB, HU"
Megalodon,2018,"Action, Science Fiction, Horror, TV Movie",5.5,7.505,90,James Thomas,Canyon Prince,"Michael Madsen, Scott C. Roe, Ego Mikitas","monster, submarine, shark attack, prehistoric creature, creature, shark, military","A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.",289,en,US
After Porn Ends 3,2018,Documentary,5.431,7.752,86,Brittany Andrews,,"Christy Canyon, Jenteal, Tera Patrick","porn star, sex talk, social documentary, sex worker, informative",After Porn Ends 3 continues to explore whether a career as an adult performer is inherently damaging to the balance of a perfomer's life once retired.,109,en,US
7 Guardians of the Tomb,2018,"Action, Adventure, Horror",5.423,8.222,90,Kimble Rendall,,"Li Bingbing, Kellan Lutz, Kelsey Grammer","china, sandstorm, spider, giant spider, chinese, tomb, spider web, archaeological expedition",An innocent discovery of a well-preserved mummified Emperor from 200 BC China unearths a 2000 year old nightmare - a secret that should have remained buried.,222,en,"AU, RU, TH, CN"
The Devil's Doorway,2018,"Horror, Drama",5.405,7.689,76,Aislinn Clarke,,"Lalor Roddy, Ciaran Flynn, Helena Bereen","nun, asylum, possession, priest, possessed, ireland, demon, evil nun, found footage, magdalene asylum","In the autumn of 1960, Father Thomas Riley and Father John Thornton were sent by the Vatican to investigate a miraculous event in an Irish home for 'fallen women', only to uncover something much more horrific.",158,en,GB
