Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
Halloween Ends,2022,"Horror, Thriller",6.1,111,David Gordon Green,,"Jamie Lee Curtis, Andi Matichak, James Jude Courtney","Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",en,US
On the Line,2022,"Thriller, Drama",6.1,104,Romuald Boulanger,Romuald Boulanger,"Mel Gibson, William Moseley, Alia Seror-O'Neill",A provocative and edgy radio host must play a dangerous game of cat and mouse with a mysterious caller who's kidnapped his family and is threatening to blow up the whole station.,en,US
Amsterdam,2022,"Mystery, Comedy, Drama",6.064,134,David O. Russell,David O. Russell,"Christian Bale, Margot Robbie, John David Washington","In the 1930s, three friends—a doctor, a nurse, and an attorney—witness a murder, become suspects themselves and uncover one of the most outrageous plots in American history.",en,US
Interceptor,2022,"Action, Thriller, Adventure",6.053,98,Matthew Reilly,Matthew Reilly,"Elsa Pataky, Luke Bracey, Aaron Glenane",A U.S. Army Captain uses her years of tactical training to save humanity from sixteen nuclear missiles launched at the U.S. as a violent attack threatens her remote missile interceptor station.,en,AU
The 355,2022,"Action, Adventure, Thriller",6.053,122,Simon Kinberg,Simon Kinberg,"Jessica Chastain, Lupita Nyong'o, Penélope Cruz","A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",en,US
See for Me,2022,"Crime, Horror, Thriller",6.0,92,Randall Okita,,"Skyler Davenport, Jessica Parker Kennedy, Laura Vandervoort","When blind former Olympic skier Sophie Scott cat-sits in a secluded mansion, she gets caught in the crossfire of a home invasion scheme. She must rely on a sighted Army veteran via the See for Me app to help her survive the night.",en,CA
Mindcage,2022,"Mystery, Thriller, Crime",6.0,97,Mauro Borrelli,Reggie Keyohara III,"Martin Lawrence, Melissa Roxburgh, John Malkovich","Detectives Jake Doyle and Mary Kelly seek the help of an incarcerated serial killer named The Artist when a copycat killer strikes. While Mary searches for clues in The Artist's brilliant but twisted psyche, she and Jake are lured into a diabolical game of cat and mouse, racing against time to stay one step ahead of The Artist and his copycat.",en,US
4 Horsemen: Apocalypse,2022,"Science Fiction, Horror",6.0,86,Geoff Meed,,"Dominique Swain, Arie Thompson, Eric St. John",A small team of scientists must race against time to stop what seems to be a cascade of global disasters signaling the possible apocalypse and end of days.,en,US
Blonde,2022,Drama,6.0,167,Andrew Dominik,Andrew Dominik,"Ana de Armas, Adrien Brody, Bobby Cannavale","From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, this reimagined fictional portrait of Hollywood legend Marilyn Monroe blurs the lines of fact and fiction to explore the widening split between her public and private selves.",en,US
Attack on Titan,2022,"Science Fiction, Action",6.0,93,Noah Luke,Gil Luna,"Michael Paré, Erin Coker, Jack Pearson","As viable water is depleted on Earth, a mission is sent to Saturn's moon Titan to retrieve sustainable H2O reserves from its alien inhabitants. But just as the humans acquire the precious resource, they are attacked by Titan rebels, who don't trust that the Earthlings will leave in peace.",en,US
Morbius,2022,"Action, Science Fiction, Fantasy",5.986,105,Daniel Espinosa,,"Jared Leto, Matt Smith, Adria Arjona","Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",en,US
Senior Year,2022,Comedy,5.923,114,Alex Hardcastle,,"Rebel Wilson, Sam Richardson, Zoë Chao",A thirty-seven-year-old woman wakes up from a twenty-year coma and returns to the high school where she was once a popular cheerleader to finish her senior year and become prom queen.,en,US
Dead for a Dollar,2022,"Western, Thriller, Action, Drama",5.9,106,Walter Hill,,"Christoph Waltz, Willem Dafoe, Rachel Brosnahan","In 1897, veteran bounty hunter Max Borlund is deep into Mexico where he encounters professional gambler and outlaw Joe Cribbens — a sworn enemy he sent to prison years before. Max is on a mission to find and return Rachel Kidd, the wife of a wealthy businessman, who as the story is told to Max, has been abducted by Buffalo Soldier Elijah Jones. Max is ultimately faced with a showdown to save honor.",en,US
Paradise Highway,2022,"Thriller, Crime, Drama",5.9,115,Anna Gutto,Anna Gutto,"Juliette Binoche, Frank Grillo, Morgan Freeman","A truck driver has been forced to smuggle illicit cargo to save her brother from a deadly prison gang. With FBI operatives hot on her trail, Sally's conscience is challenged when the final package turns out to be a teenage girl.",en,"DE, CH, US"
Out of the Blue,2022,"Mystery, Thriller, Romance",5.9,105,Neil LaBute,Neil LaBute,"Diane Kruger, Ray Nicholson, Hank Azaria","After spending time in prison following an assault charge, Connor Bates now works in a library and spends his free time running, swimming, and trying to piece his world back together. When he meets Marilyn Chambers, the wife of a wealthy businessman, they collide into an intense physical and emotional relationship that quickly escalates into idle talk about her husband’s murder.",en,US
Deep Water,2022,"Drama, Mystery, Thriller",5.828,116,Adrian Lyne,,"Ben Affleck, Ana de Armas, Tracy Letts",A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.,en,US
Project Gemini,2022,"Science Fiction, Horror",5.8,98,Serik Beyseu,Natalya Lebedeva,"Egor Koreshkov, Alyona Konstantinova, Konstantin Samoukov","After depleting Earth's resources for centuries, humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet, but when plans go awry, the crew is suddenly stranded without power on a strange planet, where something unimaginable lies in wait.",en,RU
Code Name Banshee,2022,"Action, Thriller",5.8,93,Jon Keeyes,Matthew Rogers,"Jaime King, Antonio Banderas, Tommy Flanagan","Caleb, a former government assassin in hiding, who resurfaces when his protégé, the equally deadly killer known as Banshee, discovers a bounty has been placed on Caleb's head.",en,US
Last Looks,2022,"Action, Crime, Thriller",5.8,110,Tim Kirkby,Howard Michael Gould,"Charlie Hunnam, Mel Gibson, Morena Baccarin","A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife.",en,US
The Legend of La Llorona,2022,"Horror, Thriller",5.8,98,Patricia Harris Seeley,,"Autumn Reeser, Antonio Cupo, Danny Trejo","While vacationing in Mexico, a couple discovers their son's disappearance is tied to a supernatural curse.",en,"US, MX"
Top Gunner: Danger Zone,2022,"Action, Thriller",5.8,86,Glenn Miller,Marc Gottlieb,"Michael Paré, Jack Pearson, Alex Herrald","An airliner filled with 800 passengers is forced to fly fast and low, above farmlands, suburbs and skyscraper-packed cities or the tons of explosives aboard will detonate. When an elite unit of US Air Force fighter jets is sent to provide escort, they find themselves facing a squadron of unidentifiable warplanes which ignites a deadly air battle that threatens to destroy all life above and below.",en,US
Wyrmwood: Apocalypse,2022,"Action, Horror",5.8,88,Kiah Roache-Turner,Kiah Roache-Turner,"Luke McKenzie, Shantae Barnes-Cowan, Bianca Bradey","In a zombie-infested Australian wasteland, soldier Rhys has dedicated his life to tracking and capturing survivors for the Surgeon General in hopes of finding a cure.",en,AU
Spiderhead,2022,"Science Fiction, Thriller",5.79,107,Joseph Kosinski,,"Chris Hemsworth, Miles Teller, Jurnee Smollett",A prisoner in a state-of-the-art penitentiary begins to question the purpose of the emotion-controlling drugs he's testing for a pharmaceutical genius.,en,US
Shattered,2022,"Thriller, Horror, Crime, Mystery",5.7,92,Luis Prieto,,"Cameron Monaghan, Lilly Krug, Frank Grillo","Chris, a wealthy divorcee, lives in a high-tech house of his own design in Montana. His life changes when he meets Sky, a mysterious young woman who draws him out of his shell and moves in after Chris is injured.",en,"DE, US, CH"
Shark Bait,2022,"Horror, Thriller, Action, Adventure",5.7,87,James Nunn,,"Holly Earl, Jack Trueman, Catherine Hannay","A group of friends enjoying a weekend steal a couple of jetskis racing them out to sea, ending up in a horrific head-on collision. They struggle to find a way home with a badly injured friend while from the waters below predators lurk.",en,GB
The Lair,2022,"Horror, Action",5.7,93,Neil Marshall,Neil Marshall,"Charlotte Kirk, Jonathan Howard, Jamie Bamber","Royal Air Force pilot Lt. Kate Sinclair is on her final flight mission when her jet is shot down over one of the most dangerous rebel strongholds in Afghanistan. She finds refuge in an abandoned underground bunker where deadly man-made creatures known as Ravagers — half-human, half-alien, and hungry for human flesh — are awakened.",en,"PT, GB"
Bring It On: Cheer Or Die,2022,"Thriller, Horror, Comedy, TV Movie",5.7,91,Karen Lam,,"Kerri Medders, Tiera Skovbye, Missi Pyle","When a cheer squad practices their routines on Halloween weekend in an abandoned school, they are picked off one by one by an unknown killer.",en,US
The Commando,2022,"Action, Crime, Thriller",5.7,93,Asif Akbar,,"Michael Jai White, Mickey Rourke, Jeff Fahey","An elite DEA agent returns home after a failed mission when his family makes an unexpected discovery in their house – a stash of money worth $3 million. They soon face the danger and threat of a newly released criminal and his crew, who will do whatever it takes to retrieve the money, including kidnap the agent’s daughters. Stakes are high and lives are at risk in this head-to-head battle as the agent stops at nothing to protect his family against the money-hungry criminals.",en,US
Outsource,2022,"Action, Comedy",5.6,102,John Stephen Baltazar,,"Bashar Atiyat, Bashar Atiyat, Noel Blanco","A police chief hires an old friend, who is an international spy, to help him search for a wanted suspect in the Philippines. When the chief dies, all evidence points towards the spy, and he must go to extremes to defend himself.",en,AE
Fistful of Vengeance,2022,"Action, Fantasy",5.582,97,Roel Reiné,Yalun Tu,"Iko Uwais, Lewis Tan, Lawrence Kao",A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,en,US
Firestarter,2022,"Horror, Science Fiction",5.558,94,Keith Thomas,,"Ryan Kiera Armstrong, Zac Efron, Sydney Lemmon","For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",en,US
Reign of Chaos,2022,"Action, Horror, Fantasy",5.5,77,Becca Hirani,Tom Jolliffe,"Rebecca Finch, Ray Whelan, Kate Milner Evans","When the world is gripped by a plague unleashed by the evil lord Chaos, and humans are turned into rabid creatures, mankind can only be saved by three young women, descendants of a Goddess, with the power to stop Chaos' evil.",en,GB
Spitfire Over Berlin,2022,"War, Action, History",5.5,80,Callum Burn,Callum Burn,"Kris Saddler, Tom Gordon, David Dobson","August 1944. With the American Eighth Air Force poised to strike over Nazi Germany, British Intelligence learns that they could be flying into a deadly trap. With only hours to spare, Flight Lieutenant Edward Barnes must fly a life and death mission over Berlin in his unarmed Spitfire to obtain photographic evidence and save the lives of 1200 men.",en,US
Jeepers Creepers: Reborn,2022,"Horror, Thriller, Mystery",5.408,88,Timo Vuorensola,Sean-Michael Argo,"Sydney Craven, Imran Adams, Jarreau Benjamin","Forced to travel to a horror festival with her boyfriend, a young woman begins experiencing premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned — and that she is at the center of it all.",en,"US, GB, FI"
The OctoGames,2022,"Thriller, Action, Horror",5.4,88,Aaron Mirtes,Aaron Mirtes,"Lacy Hartselle, Cale Adcock, Luv Patel","Eight contestants compete in eight deadly, classic children's games. They seek fame beyond their wildest dreams, competing for the chance to take over the YouTube channel of the famous yet elusive masked content creator known only as ""JaxPro"".",en,US
Umma,2022,"Horror, Mystery",5.4,83,Iris K. Shim,Iris K. Shim,"Sandra Oh, Fivel Stewart, Dermot Mulroney","Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",en,US
Texas Chainsaw Massacre,2022,"Horror, Crime, Thriller",5.189,83,David Blue Garcia,,"Sarah Yarkin, Elsie Fisher, Mark Burnham","After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",en,US
Shark Side of the Moon,2022,"Action, Science Fiction, Thriller, Horror",5.1,88,Tammy Klein,Ryan Ebert,"Maxi Witrak, Ego Mikitas, Michael Marcel","Decades ago, the USSR developed unkillable sharks and launched them to the moon. Today, a team of American astronauts will endure the fight of their lives.",en,US
Hot Seat,2022,"Thriller, Action",5.1,99,James Cullen Bressack,Leon Langford,"Kevin Dillon, Mel Gibson, Shannen Doherty","An ex-hacker is forced to break into high-level banking institutions, another man must try to penetrate the booby-trapped building to get the young man off the hot seat.",en,US
House of Darkness,2022,"Horror, Thriller, Comedy, Mystery",5.1,88,Neil LaBute,Neil LaBute,"Justin Long, Kate Bosworth, Gia Crovatin","Driving home to her secluded estate after meeting at a local bar, a player out to score thinks his beautiful, mysterious date will be another casual hook-up. While getting acquainted, their flirtation turns playful, sexy and sinister. Hoping to get lucky, his luck may have just run out.",en,US
Grimcutty,2022,Horror,5.1,101,John Ross,John Ross,"Sara Wolfkind, Shannyn Sossamon, Usman Ally",A suburban teen girl and her little brother must stop a terrifying internet meme brought to life by the hysteria of their parents.,en,US
After the Pandemic,2022,"Science Fiction, Action",5.0,84,Richard Lowry,Richard Lowry,"Lelyn Mac, Eve James, Kannon Smith","Set in a post-apocalyptic world where a global airborne pandemic has wiped out 90% of the Earth's population and only the young and immune have endured as scavengers. For Ellie and Quinn, the daily challenges to stay alive are compounded when they become hunted by the merciless Stalkers.",en,US
The Requin,2022,"Horror, Mystery, Thriller",4.8,89,Le Van Kiet,,"Alicia Silverstone, James Tupper, Deirdre O'Connell","A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",en,US
