Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
The Perfect Guy,2015,"Drama, Thriller",5.7,100,David M. Rosenthal,,"Sanaa Lathan, Michael Ealy, Morris Chestnut","With a fulfilling career and a loving relationship, lobbyist Leah Vaughn seems to have it all. Things come crashing down when Dave, her long-term boyfriend, disagrees with her future plans for marriage and a family. The resulting painful breakup leaves Leah heartbroken, until she meets the charming and handsome Carter Duncan. Soon, the budding romance turns dangerous as Carter reveals his volatile nature, forcing Leah to break up with the man she thought was Mr. Right. She soon realizes that Carter doesn't want to let her go.",en,US
Barely Lethal,2015,"Action, Comedy, Adventure, Romance",5.7,98,Kyle Newman,John D'Arco,"Hailee Steinfeld, Sophie Turner, Jessica Alba","A 16-year-old international assassin yearning for a ""normal"" adolescence fakes her own death and enrolls as a senior in a suburban high school. She quickly learns that being popular can be more painful than getting water-boarded.",en,US
Momentum,2015,"Action, Crime, Thriller",5.7,96,Stephen S. Campanelli,Adam Marcus,"Olga Kurylenko, Morgan Freeman, James Purefoy","When Alex, an infiltration expert with a secret past, accidentally reveals her identity during what should have been a routine heist, she quickly finds herself mixed up in a government conspiracy and entangled in a deadly game of cat-and-mouse with a master assassin and his team of killers.  Armed with her own set of lethal skills, Alex looks to exact revenge for her murdered friends while uncovering the truth.",en,US
Z for Zachariah,2015,"Drama, Romance, Science Fiction",5.672,97,Craig Zobel,,"Margot Robbie, Chiwetel Ejiofor, Chris Pine","In the wake of a nuclear war, a young woman survives on her own, fearing she may actually be the proverbial last woman on earth, until she discovers the most astonishing sight of her life: another human being. A distraught scientist, he’s nearly been driven mad by radiation exposure and his desperate search for others. A fragile, imperative strand of trust connects them. But when a stranger enters the valley, their precarious bond begins to unravel.",en,"CH, IS, US"
Riot,2015,Action,5.659,88,John Lyde,Spanky Dustin Ward,"Matthew Reese, Dolph Lundgren, Danielle C. Ryan","Copper Jack Stone purposefully orchestrates a bank robbery in order to be thrown into prison with the notorious Russian kingpin Balam. Balam is more than just a mob criminal; he's a very cunning and dangerous lord who controls the police force from behind bars. Balam lives in prison as a cover for his real power, which is King of the city. His cell is a lavish private room built specifically for him, inaccessible to most in the depths of the prison structure. Even the warden fears venturing into his area of the prison. However, even surrounded by his loyal henchmen and guards in his sectioned off fortress, Balam doesn't know Jack is coming for him to avenge his family, who Balam murdered in cold blood. Balam is tough... but Jack is tougher.",en,US
Howl,2015,Horror,5.6,89,Paul Hyett,Nick Ostler,"Ed Speleers, Shauna Macdonald, Elliot Cowan","When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",en,"GB, US"
Regression,2015,"Horror, Mystery, Thriller",5.6,106,Alejandro Amenábar,,"Ethan Hawke, Emma Watson, David Thewlis","Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",en,US
Swung,2015,"Romance, Drama",5.6,87,Colin Kennedy,Ewan Morrison,"Elena Anaya, Steven Cree, Elizabeth McGovern","David’s life is on the slide: he’s broke, in the middle of a divorce and ‘can’t get it up’.  His girlfriend, Alice, is his rock, but the magazine she writes for is going down and the pressure is on to find a story.  While job hunting online, David stumbles across the perfect antidote to his boredom: a ‘Swingers’ site. The resulting inbox of lewd invitations on the home-laptop justifiably upsets Alice, until she realises this could be just the ‘story’ she needs.  The idea of uncovering the swinging scene causes quite a stir in Alice’s office and, much to David’s chagrin, she is urged to pursue the story.  Their first reluctant foray is an hysterically low-rent initiation, however, an unexpected upturn for David’s manhood is all the extra encouragement they need.  As events accelerate beyond their control the once adoring couple become lost and fundamental questions are asked of their relationship.",en,"US, GB"
Blackhat,2015,"Crime, Thriller, Action",5.505,133,Michael Mann,Morgan Davis Foehl,"Chris Hemsworth, Tang Wei, Leehom Wang","Nicholas Hathaway, a furloughed convict, and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in, the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning.",en,US
Tremors 5: Bloodlines,2015,"Action, Adventure, Comedy, Horror, Science Fiction",5.502,99,Don Michael Paul,,"Michael Gross, Jamie Kennedy, Pearl Thusi","When Gummer is hired to capture a deadly creature terrorizing South Africa, he and his new sidekick, Travis Welker, engage in another battle of survival against the fiercely aggressive Graboids.",en,US
Aloha,2015,"Drama, Comedy, Romance",5.5,105,Cameron Crowe,Cameron Crowe,"Bradley Cooper, Emma Stone, Rachel McAdams",A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,en,US
Unfinished Business,2015,Comedy,5.5,91,Ken Scott,Steven Conrad,"Vince Vaughn, Dave Franco, Sienna Miller","A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit.",en,US
Mortdecai,2015,"Comedy, Adventure",5.5,107,David Koepp,Eric Aronson,"Johnny Depp, Gwyneth Paltrow, Ewan McGregor","An art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",en,US
The Transporter Refueled,2015,"Action, Thriller, Crime",5.5,95,Camille Delamarre,,"Ed Skrein, Ray Stevenson, Loan Chabanol","The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",en,US
Big Game,2015,"Action, Adventure, Thriller",5.491,90,Jalmari Helander,Jalmari Helander,"Samuel L. Jackson, Onni Tommila, Ray Stevenson","Air Force One is shot down by terrorists, leaving the President of the United States stranded in the wilderness of Finland. 13-year-old Oskari is on a hunting mission to prove his maturity to his kinsfolk by tracking down a deer, but instead discovers the President in an escape pod. With the terrorists closing in to capture their prize, the unlikely duo team up to escape their hunters.",en,"FI, GB, US"
Jupiter Ascending,2015,"Science Fiction, Fantasy, Action",5.457,127,Lilly Wachowski,Lilly Wachowski,"Channing Tatum, Mila Kunis, Sean Bean","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",en,US
The Man with the Iron Fists 2,2015,"Action, Adventure",5.4,90,Roel Reiné,John Jarrell,"RZA, Dustin Nguyen, Eugenia Yuan","When a stranger, Thaddeus, is found badly wounded near the village, miner Li Kung and his wife Ah Ni offer him refuge. As he heals, he becomes entrenched in a conflict that pits the townsfolk against the evil Master Ho, his nefarious Beetle Clan and the terrifying Lord Pi.",en,US
Dragonheart 3: The Sorcerer's Curse,2015,Fantasy,5.4,97,Colin Teague,Colin Teague,"Julian Morris, Tamzin Merchant, Ben Kingsley","When aspiring knight Gareth goes in search of a fallen comet rumored to contain gold, he is shocked to instead find the dragon Drago. After Drago saves Gareth's life the two become intricately bonded, and must work together to defeat an evil sorcerer and stop his reign of terror. Along the way, Gareth learns the true meaning of being a knight in this fantasy action-adventure for the ages.",en,US
Maggie,2015,"Horror, Drama",5.381,95,Henry Hobson,John Scott,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson","There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",en,"US, CH"
Contracted: Phase II,2015,"Horror, Thriller",5.3,78,Josh Forbes,Craig Walendziak,"Matt Mercer, Marianna Palka, Morgan Peter Brown","Picking up directly where the previous film left off, the story follows Riley, one of the last people to come in contact with Samantha, as he scrambles to track down those responsible for the outbreak before the highly contagious disease not only consumes his body, but the world as we know it.",en,US
The Vatican Tapes,2015,"Thriller, Horror",5.3,91,Mark Neveldine,,"Olivia Taylor Dudley, Michael Peña, Peter Andersson","In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",en,US
Paranormal Activity: The Ghost Dimension,2015,"Horror, Thriller",5.296,87,Gregory Plotkin,,"Chris J. Murray, Brit Shaw, Ivy George","Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",en,US
Hot Tub Time Machine 2,2015,Comedy,5.21,93,Steve Pink,Josh Heald,"Rob Corddry, Craig Robinson, Clark Duke","After their first adventure with the Hot Tub Time Machine, Lou and Nick are living very well off their ill-gotten gains, while Jacob still cannot rely on Lou to be a positive role model. When an unknown assailant breaks into Lou's mansion and shoots him, Nick and Jacob take him for another trip in the hot tub. They emerge in the year 2025, where they must figure out who shot Lou and prevent it from happening again.",en,US
The Ridiculous 6,2015,"Western, Comedy, Action, Adventure",5.207,119,Frank Coraci,Adam Sandler,"Adam Sandler, Terry Crews, Jorge Garcia","When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",en,US
Final Girl,2015,"Action, Drama, Thriller",5.202,90,Tyler Shields,Adam Prince,"Abigail Breslin, Alexander Ludwig, Logan Huffman","Veronica, the new girl in town, is lured into the woods by a group of senior boys looking to make her a victim. But the boys don't know that Veronica's been trained to handle herself in surprisingly lethal ways.",en,US
Paul Blart: Mall Cop 2,2015,"Action, Comedy, Family",5.2,94,Andy Fickman,Nick Bakay,"Kevin James, Raini Rodriguez, Neal McDonough","Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",en,US
How to Plan an Orgy in a Small Town,2015,"Drama, Comedy",5.2,102,Jeremy Lalonde,Jeremy Lalonde,"Jewel Staite, Ennis Esmer, Tommie-Amber Pirie","In high school Cassie Cranston was slut-shamed out of the wholesome and repressed town of Beaver’s Ridge following a humiliating attempt at losing her virginity. Now, years later, a big city sex columnist, Cassie returns home to bury her mother and finds a chance for revenge when her prudish childhood nemesis insists she helps her old friends plan an orgy.",en,"CA, US"
Poltergeist,2015,Horror,5.2,93,Gil Kenan,,"Sam Rockwell, Rosemarie DeWitt, Saxon Sharbino","A family's suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",en,"US, CA"
Dead Rising: Watchtower,2015,"Horror, Science Fiction, Action",5.135,118,Zach Lipovsky,Tim Carter,"Jesse Metcalfe, Meghan Ory, Virginia Madsen",A group of people fight to survive in a zombie infested town.,en,US
The Condemned 2,2015,Action,5.1,90,Roel Reiné,Alan B. McElroy,"Randy Orton, Eric Roberts, Wes Studi","A former bounty hunter who finds himself on the run as part of a revamped Condemned tournament, in which convicts are forced to fight each other to the death as part of a game that's broadcast to the public.",en,US
The Scorpion King 4: Quest for Power,2015,"Action, Adventure, Fantasy",5.1,105,Mike Elliott,Michael D. Weiss,"Victor Webster, Ellen Hollman, Barry Bostwick","When he is betrayed by a trusted friend, Mathayus must marshal all his strength and cunning to outwit a formidable opponent who will stop at nothing to unlock a supreme ancient power.",en,US
Superfast!,2015,"Comedy, Action",5.018,99,Jason Friedberg,Jason Friedberg,"Alex Ashbaugh, Dale Pavinski, Andrea Navedo","Undercover cop Lucas White joins Vin Serento's gang of illegal street racers. They are fast and they are furious and they plan to double cross Los Angeles kingpin Juan Carlos de la Sol, who hides his cash in a downtown Taco Bell.",en,US
Always Watching: A Marble Hornets Story,2015,Horror,5.0,91,James Moran,Joseph DeLage,"Christopher Rodriguez Marquette, Alexandra Breckenridge, Jake McDorman","A small town news team discovers a box of videotapes wherein a faceless figure, dressed in a dark suit, haunts and torments a family...slowly driving them insane. Soon after, they realize that the 'Operator' has begun to stalk them as well.",en,US
Lake Placid vs. Anaconda,2015,"Action, Horror, Science Fiction",5.0,92,A.B. Stone,Berkeley Anderson,"Yancy Butler, Corin Nemec, Skye Lourie",A giant alligator goes head to head with a giant Anaconda. The town sheriff must find a way to destroy the two monsters before they kill the whole town.,en,US
The Gallows,2015,"Horror, Thriller",4.922,81,Travis Cluff,Travis Cluff,"Cassidy Gifford, Ryan Shoos, Pfeifer Brown","20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.",en,US
The Exorcism of Molly Hartley,2015,Horror,4.9,96,Steven R. Monroe,Matt Venne,"Sarah Lind, Devon Sawa, Gina Holden","Accused of murder and confined to a mental institution, Molly Hartley falls under the possession of a powerful demonic force. As she undergoes a monstrous transformation, a defrocked priest is her only hope of salvation.",en,CA
The Boy Next Door,2015,Thriller,4.9,91,Rob Cohen,,"Jennifer Lopez, Ryan Guzman, Ian Nelson","A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",en,US
Area 51,2015,"Horror, Science Fiction, Mystery",4.9,91,Oren Peli,Oren Peli,"Frank Novak, Reid Warner, Darrin Bragg","Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",en,US
Extraction,2015,"Action, Thriller",4.549,82,Steven C. Miller,Max Adams,"Bruce Willis, Gina Carano, Kellan Lutz","When a former CIA operative is kidnapped by a group of terrorists, his son learns there is no plan for his father to be saved—so he launches his own rescue operation.",en,"US, GB"
3-Headed Shark Attack,2015,"Science Fiction, Action, Horror",4.4,90,Christopher Ray,Bill Hanstock,"Karrueche Tran, Jaason Simmons, Rob Szatkowski","The world’s greatest killing machine is three times as deadly when a mutated shark threatens a cruise ship. As the shark eats its way from one end of the ship to the next, the passengers fight the deadly predator using anything they can find.",en,US
Fantastic Four,2015,"Action, Adventure, Science Fiction",4.4,100,Josh Trank,,"Miles Teller, Michael B. Jordan, Kate Mara","Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",en,US
San Andreas Quake,2015,"Action, Science Fiction, TV Movie",4.255,90,John Baumgartner,,"Jhey Castles, Jason Woods, Grace Van Dien","When a discredited L.A. Seismologist warns of an impending 12.7 earthquake, no one takes her seriously. Now on her own, she races desperately to get her family to safety before the earthquake breaks Los Angeles apart from the mainland.",en,US
