Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Shazam! Fury of the Gods,2023,"Comedy, Action, Fantasy",6.5,19.173,130,David F. Sandberg,Chris Morgan,"Zachary Levi, Asher Angel, Jack Dylan Grazer","superhero, end of the world, super power, aftercreditsstinger, duringcreditsstinger, dc extended universe (dceu), teenager","Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",3226,en,US
The Devil Conspiracy,2023,"Horror, Fantasy, Science Fiction, Thriller",6.5,8.184,111,Nathan Frankowski,Ed Alan,"Alice Orr-Ewing, Joe Doyle, Eveline Hall","jesus christ, supernatural horror, complicated, farcical, melodramatic, ridiculous","A powerful biotech company has breakthrough technology allowing them to clone history’s most influential people with just a few fragments of DNA. Behind this company is a cabal of Satanists that steals the shroud of Christ, putting them in possession of Jesus’ DNA. The clone will serve as the ultimate offering to the devil. The Archangel Michael comes to earth and will stop at nothing to end the devil’s conspiracy.",398,en,CZ
Hell House LLC Origins: The Carmichael Manor,2023,"Horror, Mystery",6.5,11.935,98,Stephen Cognetti,Stephen Cognetti,"Bridget Rose Perrotta, Destiny Leilani Brown, James Liddell","hotel, cult, woods, mockumentary, found footage, haunted manor, murder mystery, clown mask, remote location, video camera, upstate new york","A group of cold case investigators stay at the Carmichael Manor, site of the grisly and unsolved murders of the Carmichael family back in the eighties. After four nights, the group was never heard from again. What is discovered on their footage is even more disturbing than anything found on the Hell House tapes.",118,en,US
Sniper: G.R.I.T. - Global Response & Intelligence Team,2023,"Action, Thriller",6.5,10.23,92,Oliver Thompson,Oliver Thompson,"Chad Michael Collins, Ryan Robbins, Luna Fujimoto",admiring,"When an international terrorist cult threatens global political stability and kidnaps a fellow agent, Ace Sniper Brandon Beckett and the newly-formed Global Response & Intelligence Team – or G.R.I.T. – led by Colonel Stone must travel across the world to Malta, infiltrate the cult, and take out its leader to free Lady Death and stop the global threat.",153,en,US
Black Lotus,2023,"Action, Crime, Mystery, Thriller",6.5,18.326,93,Todor Chapkanov,Tad Daggerhart,"Rico Verhoeven, Frank Grillo, Peter Franzén","amsterdam, netherlands, one man army, crime",An ex-special forces operative wages a one man war through the streets of Amsterdam to rescue his friend's daughter from the local crime syndicate.,164,en,"NL, US"
Thanksgiving,2023,"Horror, Mystery, Thriller, Comedy",6.5,13.784,106,Eli Roth,,"Patrick Dempsey, Nell Verlaque, Addison Rae","small town, sadism, holiday, massachusetts, thanksgiving, dark comedy, riot, plymouth, murder, serial killer, consumerism, slasher, whodunit, aftercreditsstinger, murder spree, teenage killer, black friday, based on short, holidays, revenge slasher, stalked by a killer, revenge horror, masked killer, teen slasher, holiday horror","After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the holiday. Picking off residents one by one, what begins as random revenge killings are soon revealed to be part of a larger, sinister holiday plan.",1280,en,US
Meg 2: The Trench,2023,"Action, Science Fiction, Horror",6.5,36.523,116,Ben Wheatley,,"Jason Statham, Wu Jing, Shuya Sophia Cai","based on novel or book, deep sea, sequel, underwater, shark, kaiju, civil action, mariana trench, environmental crisis, shark cage",An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,3519,en,US
Cobweb,2023,Horror,6.5,13.397,88,Samuel Bodin,Chris Thomas Devlin,"Lizzy Caplan, Antony Starr, Cleopatra Coleman","nightmare, halloween, dysfunctional family, pumpkin, basement, devil, demon, schoolteacher, child protagonist","Eight year old Peter is plagued by a mysterious, constant tapping from inside his bedroom wall—one that his parents insist is all in his imagination. As Peter's fear intensifies, he believes that his parents could be hiding a terrible, dangerous secret and questions their trustworthiness.",913,en,US
Muzzle,2023,"Action, Thriller",6.5,18.543,100,John Stalberg Jr.,Carlyle Eubank,"Aaron Eckhart, Stephen Lang, Diego Tinoco","police, los angeles, california, lapd, k9","LAPD K-9 officer Jake Rosser has just witnessed the shocking murder of his dedicated partner by a mysterious assailant. As he investigates the shooter’s identity, he uncovers a vast conspiracy that has a choke-hold on the city in this thrilling journey through the tangled streets of Los Angeles and the corrupt bureaucracy of the LAPD.",286,en,US
Renfield,2023,"Comedy, Horror, Action",6.496,9.103,93,Chris McKay,,"Nicholas Hoult, Nicolas Cage, Awkwafina","police, vampire, gore, bugs, mob family, crooked cops, horror comedy, immortal, dracula, abusive relationship, bloody death, violence","Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",1792,en,US
Operation Fortune: Ruse de Guerre,2023,"Action, Thriller, Comedy, Adventure",6.482,23.477,113,Guy Ritchie,Guy Ritchie,"Jason Statham, Aubrey Plaza, Josh Hartnett","martial arts, london, england, showdown, madrid, spain, espionage, spy, secret agent, shootout, cannes, france",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,1615,en,US
Origin,2023,Drama,6.481,8.954,141,Ava DuVernay,Ava DuVernay,"Aunjanue Ellis-Taylor, Niecy Nash-Betts, Jon Bernthal","based on novel or book, woman director","While investigating the global phenomenon of caste and its dark influence on society, a journalist faces unfathomable personal loss and uncovers the beauty of human resilience.",54,en,US
Freelance,2023,"Action, Comedy",6.45,24.92,108,Pierre Morel,Jacob Lentz,"John Cena, Alison Brie, Juan Pablo Raba","coup d'etat, dictatorship, political assassination, duringcreditsstinger, investigative journalism, ex special forces, fictional city, bitter, straightforward","An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.",1014,en,US
Murder Mystery 2,2023,"Mystery, Comedy, Crime",6.419,10.357,91,Jeremy Garelick,James Vanderbilt,"Adam Sandler, Jennifer Aniston, Mark Strong","new york city, paris, france, bomb, kidnapping, married couple, interpol, ex-cop, sequel, whodunit, wedding, private detective, nypd, tropical island, eiffel tower, paris, ransom demand, maharajah, french police, detective couple, indian wedding, casual, friend's wedding, mystery, arc de triomphe","After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding.",1738,en,US
The Devil Comes at Night,2023,Horror,6.409,8.708,80,Scott Leaver,Ryan Allen,"Jason Martorino, Elias Zarou, Shawn Ahmed",,A washed up boxer searching for his inheritance must fight for his life when he is trapped in his deceased father's farmhouse by a local cannibal cult.,33,en,US
Leave the World Behind,2023,"Drama, Mystery, Thriller",6.401,25.207,142,Sam Esmail,,"Julia Roberts, Ethan Hawke, Mahershala Ali","based on novel or book, blackout, crisis, vacation, deer, apocalypse, family, frantic, desperate, complex, anxious, house rental, disheartening, frightened, ominous",A family's getaway to a luxurious rental home takes an ominous turn when a cyberattack knocks out their devices—and two strangers appear at their door.,2656,en,US
Knights of the Zodiac,2023,"Fantasy, Action, Adventure",6.4,15.88,113,Tomek Bagiński,,"Mackenyu, Madison Iseman, Diego Tinoco","fighter, superhero, mythology, training, reincarnation, goddess, knight, orphan, based on manga, super power","When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",1158,en,JP
The Boogeyman,2023,"Horror, Thriller, Mystery",6.4,9.183,99,Rob Savage,,"Sophie Thatcher, Vivien Lyra Blair, Chris Messina","based on novel or book, amused, cliché","Still reeling from the tragic death of their mother, a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving father to pay attention before it’s too late.",908,en,US
The Inseparables,2023,"Animation, Adventure, Comedy, Family",6.4,11.105,90,Jérémie Degruson,,"Monica Young, Danny Fehsenfeld, Olivier Paris","racoon, computer animation, family, toy, homemade toys, animation","The animated buddy movie follows the misadventures of Don, a runaway puppet with boundless imaginations, and DJ Doggy Dog, an abandoned plush looking for a friend, who cross paths in Central Park and team up against all odds for a epic friendship adventure in New York.",44,en,"BE, FR, ES"
You Are So Not Invited to My Bat Mitzvah,2023,Comedy,6.4,11.815,103,Sammi Cohen,,"Sunny Sandler, Samantha Lorraine, Dylan Hoffman","based on novel or book, bar mitzvah, teenage girl, middle school, jewish girl, jewish family, teen drama",Stacy and Lydia are BFFs who've always dreamed about having epic bat mitzvahs. But things start to go comically awry when a popular boy and middle school drama threatens their friendship and their rite of passage.,428,en,US
Golda,2023,"Drama, History, War",6.4,7.884,101,Guy Nattiv,Nicholas Martin,"Helen Mirren, Camille Cottin, Liev Schreiber","israel, zionism, based on true story, political leader, occupation, geopolitics, isareli, taking responsibility, yom kippur war, henry kissinger, political drama, golda meir, ceasefire","Set during the tense 19 days of the Yom Kippur War in 1973, Israeli Prime Minister Golda Meir is faced with the potential of Israel’s complete destruction. She must navigate overwhelming odds, a skeptical cabinet and a complex relationship with US Secretary of State Henry Kissinger, with millions of lives in the balance. Her tough leadership and compassion would ultimately decide the fate of her nation and leave her with a controversial legacy around the world.",155,en,"GB, US"
Fair Play,2023,"Drama, Thriller, Romance",6.4,8.491,113,Chloe Domont,Chloe Domont,"Phoebe Dynevor, Alden Ehrenreich, Eddie Marsan","jealousy, rape, egocentrism, engagement, psychological thriller, couple, engagement party, hedge fund, woman director, secret relationship, male egos, finance, erotic, secret, power dynamics","An unexpected promotion at a cutthroat hedge fund pushes a young couple's relationship to the brink, threatening to unravel not only their recent engagement but their lives.",522,en,US
Family Switch,2023,"Comedy, Fantasy, Family",6.4,8.301,106,McG,Adam Sztykiel,"Jennifer Garner, Ed Helms, Emma Myers","based on novel or book, holiday, christmas party, bullying, dysfunctional family, body-swap, family conflict, teenage romance, swedish family, family comedy, nuclear family","When the Walker family members switch bodies with each other during a rare planetary alignment, their hilarious journey to find their way back to normal will bring them closer together than they ever thought possible.",666,en,US
King of Killers,2023,"Action, Thriller",6.4,17.038,91,Kevin Grevioux,Kevin Grevioux,"Alain Moussi, Frank Grillo, Marie Avgeropoulos",,"Garan is a part of a group of international hitmen who are contracted to take out the most dangerous killer in the world, only to find out that they're the ones being hunted.",146,en,US
Reality,2023,"Drama, Thriller",6.4,8.893,83,Tina Satter,,"Sydney Sweeney, Josh Hamilton, Marchánt Davis","based on true story, docudrama, interrogation, woman director, fbi agent","Augusta, Georgia, United States, June 3, 2017. After running some errands, Reality Winner returns home, where she is approached by two men.",448,en,"FR, GB, US"
Polite Society,2023,"Comedy, Action, Drama",6.4,8.561,104,Nida Manzoor,Nida Manzoor,"Priya Kansara, Ritu Arya, Shobu Kapoor","martial arts, kidnapping, teenage girl, wedding, stuntwoman, woman director, epic fights, pakistani culture, sister sister relationship","Martial artist-in-training Ria Khan believes she must save her older sister Lena from her impending marriage. After enlisting the help of her friends, Ria attempts to pull off the most ambitious of all wedding heists in the name of independence and sisterhood.",173,en,GB
Ferrari,2023,"History, Drama",6.399,9.59,131,Michael Mann,Troy Kennedy Martin,"Adam Driver, Penélope Cruz, Shailene Woodley","husband wife relationship, biography, based on true story, racing, 1950s, cars, ferrari","Set during the summer of 1957. Ex-racecar driver, Enzo Ferrari, is in crisis. Bankruptcy stalks the company he and his wife, Laura, built from nothing ten years earlier. Their tempestuous marriage struggles with the mourning for one son and the acknowledgement of another.",1035,en,IT
The Mummy Resurrection,2023,Horror,6.363,8.903,88,Steve Lawson,Steve Lawson,"Carl Wharton, Chris Bell, Marcus Langford",mummy,"When an infamous ""cursed"" Egyptian sarcophagus falls into the hands of unscrupulous huckster Everett Randolph, he becomes obsessed with resurrecting the mummified princess held within it.",62,en,GB
Napoleon,2023,"History, War, Romance",6.362,19.935,158,Ridley Scott,David Scarpa,"Joaquin Phoenix, Vanessa Kirby, Tahar Rahim","empire, epic, france, general, biography, napoleon bonaparte, based on true story, napoleonic wars, 19th century, 1790s, violence, bitter","An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",2635,en,US
How to Have Sex,2023,Drama,6.3,8.844,91,Molly Manning Walker,,"Mia McKenna-Bruce, Lara Peake, Enva Lewis","female friendship, crete, coming of age, teenage girl, female protagonist, summer, woman director, hookup, generation z, consent, sex, partying","Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",378,en,GB
The Wrath of Becky,2023,"Action, Horror, Thriller",6.3,8.799,83,Suzanne Coote,,"Lulu Wilson, Seann William Scott, Denise Burse","diner, machete, gore, sequel, revenge, murder, terrorism, dog, blood","Two years after she escaped a violent attack on her family, 16-year-old Becky attempts to rebuild her life in the care of an older woman -- a kindred spirit named Elena. However, when a violent group known as the Noble Men break into their home, attack them and take their beloved dog, Becky must return to her old ways to protect herself and her loved ones.",356,en,US
The Flood,2023,"Action, Mystery, Thriller, Horror",6.3,11.781,93,Brandon Slagle,Josh Ridgway,"Nicky Whelan, Casper Van Dien, Louis Mandylor","animal attack, alligator, louisiana, flood, dreary, low budget, frightened",A horde of giant hungry alligators is unleashed on a group of in-transit prisoners and their guards after a massive hurricane floods Louisiana.,262,en,US
The Little Mermaid,2023,"Adventure, Family, Fantasy, Romance",6.3,30.516,135,Rob Marshall,,"Halle Bailey, Jonah Hauer-King, Melissa McCarthy","witch, mermaid, musical, based on fairy tale, live action remake","The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",2999,en,US
Ant-Man and the Wasp: Quantumania,2023,"Action, Adventure, Science Fiction",6.298,23.006,125,Peyton Reed,Jeff Loveness,"Paul Rudd, Evangeline Lilly, Michael Douglas","hero, superhero, ant, based on comic, sequel, alternate dimension, family, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)","Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",5156,en,US
Knock at the Cabin,2023,"Horror, Mystery, Thriller",6.276,10.059,100,M. Night Shyamalan,,"Ben Aldridge, Jonathan Groff, Kristen Cui","based on novel or book, sacrifice, faith, end of the world, apocalypse, home invasion, lgbt, aftercreditsstinger, adopted child, adopted daughter, gay theme, same sex relationship, religious symbolism, condescending, derogatory","While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",2733,en,US
Rebel Moon - Part One: A Child of Fire,2023,"Science Fiction, Drama, Action, War",6.275,19.723,134,Zack Snyder,,"Sofia Boutella, Michiel Huisman, Ed Skrein","rebellion, space war, space, female protagonist, militarism, space opera, family values, authoritarianism, space adventure, action hero, female warrior, political crisis, alien spaceship, dreary, super hero girls, space vessel, pretentious","When the ruthless forces of the Motherworld threaten a quiet farming village on a distant moon, a mysterious outsider becomes its best hope for survival.",2233,en,US
Out of Exile,2023,"Thriller, Drama, Action, Crime",6.2,17.352,107,Kyle Kauwika Harris,Kyle Kauwika Harris,"Adam Hampton, Karrie Cox, Kyle Jacob Henry",,"Recently paroled thief Gabriel Russell tries to balance his life and mend a troubled family as an FBI agent hunts him down, along with his crew after a botched armored car robbery.",44,en,US
There's Something in the Barn,2023,"Horror, Comedy, Fantasy",6.2,8.523,100,Magnus Martens,Aleksander Kirkwood Brown,"Martin Starr, Amrita Acharia, Kiran Shah","elves, holiday, dark comedy, barn, norway, family relationships, survival, snow, survival horror, farm house, christmas, horror comedy, survive, norwegian folklore, old barn, northern norway",An American family fulfills their dream of moving back to their roots after inheriting a remote cabin in the mountains of Norway. But there's a surprise waiting for them.,186,en,"FI, LT, NO"
Silent Night,2023,"Action, Thriller",6.2,21.591,104,John Woo,Robert Archer Lynn,"Joel Kinnaman, Kid Cudi, Harold Torres","holiday, revenge, death of son, christmas, no dialogue","A tormented father witnesses his young son die when caught in a gang's crossfire on Christmas Eve. While recovering from a wound that costs him his voice, he makes vengeance his life's mission and embarks on a punishing training regimen in order to avenge his son's death.",785,en,US
Hypnotic,2023,"Mystery, Thriller, Science Fiction, Action",6.2,11.686,93,Robert Rodriguez,,"Ben Affleck, Alice Braga, William Fichtner","hypnotism, missing daughter",A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,1251,en,US
Fast Charlie,2023,"Action, Crime, Drama",6.2,15.117,90,Phillip Noyce,,"Pierce Brosnan, Morena Baccarin, James Caan","based on novel or book, hitman","When his aging mob boss is whacked, Charlie Swift, a loyal friend and hired gun, will stop at nothing to destroy the upcoming crew that took him out.",185,en,US
Expend4bles,2023,"Action, Adventure, Thriller",6.138,29.21,103,Scott Waugh,,"Jason Statham, 50 Cent, Megan Fox","sequel, nuclear bomb, cargo ship, ring","Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",1622,en,US
57 Seconds,2023,"Thriller, Science Fiction, Action",6.13,18.518,99,Rusty Cundieff,,"Josh Hutcherson, Morgan Freeman, Lovie Simone","technology, time travel, revenge, based on short story, high tech","When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",508,en,US
Sanctuary,2023,"Drama, Thriller",6.1,9.086,96,Zachary Wigon,,"Margaret Qualley, Christopher Abbott, Danita Battle","hotel, eroticism, denver, colorado, dark comedy, dominatrix, dominance, job promotion, power dynamics","Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",192,en,US
Mafia Mamma,2023,"Comedy, Crime, Action",6.1,7.875,101,Catherine Hardwicke,,"Toni Collette, Monica Bellucci, Sophia Nomvete","italy, mafia boss, mafia, camp, family, woman director, family establishment, heritage","A suburban American woman inherits her grandfather’s Mafia empire and, guided by the Firm’s trusted consigliere, defies everyone’s expectations, including her own, as the new head of the family business.",258,en,US
The Island,2023,"Action, Crime, Thriller",6.1,324.19,93,Shaun Paul Piccinino,Michael Caissie,"Michael Jai White, Jackson Rathbone, Gillian White",depressing,"When his brother is killed, LAPD officer Mark leaves the city to return to the island he grew up on. Seeking answers and ultimately vengeance, he soon finds himself in a bloody battle with the corrupt tycoon who's taken over the island paradise.",65,en,KN
God Is a Bullet,2023,"Thriller, Action, Crime",6.09,7.883,155,Nick Cassavetes,,"Maika Monroe, Nikolaj Coster-Waldau, Karl Glusman",based on novel or book,"Vice detective Bob Hightower finds his ex-wife murdered and daughter kidnapped by a cult. Frustrated by the botched official investigations, he quits the force and infiltrates the cult to hunt down the leader with the help of the cult’s only female victim escapee, Case Hardin.",206,en,US
Fear the Night,2023,"Action, Thriller",6.074,8.385,92,Neil LaBute,Neil LaBute,"Maggie Q, Kat Foster, Travis Hammer","iraq war veteran, female protagonist, home invasion","During a bachelorette party in a secluded California farmhouse, masked intruders launch a brutal attack, forcing eight women to fight for survival. Led by Tess, a troubled military veteran, they unite to defend themselves throughout a harrowing night.",258,en,US
Infinity Pool,2023,"Horror, Science Fiction",6.07,8.397,118,Brandon Cronenberg,Brandon Cronenberg,"Alexander Skarsgård, Mia Goth, Cleopatra Coleman","infidelity, island, identity, clone, eroticism, orgy, hallucination, surrealism, vacation, writer's block, drug trip, interracial relationship, execution, humiliation, hedonism, body horror, nepotism","While staying at an isolated island resort, James and Em are enjoying a perfect vacation of pristine beaches, exceptional staff, and soaking up the sun. But guided by the seductive and mysterious Gabi, they venture outside the resort grounds and find themselves in a culture filled with violence, hedonism, and untold horror. A tragic accident leaves them facing a zero tolerance policy for crime: either you'll be executed, or, if you’re rich enough to afford it, you can watch yourself die instead.",820,en,CA
Cocaine Bear,2023,"Thriller, Comedy, Crime",6.041,13.975,95,Elizabeth Banks,Jimmy Warden,"Keri Russell, Alden Ehrenreich, O'Shea Jackson Jr.","cocaine, animal attack, georgia, based on true story, rampage, duringcreditsstinger, woman director, black bear, apex predator, casual","Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.",2125,en,US
Alice in Terrorland,2023,"Horror, Thriller",6.009,21.277,77,Richard John Taylor,Richard John Taylor,"Lizzy Willis, Rula Lenska, Jon-Paul Gates","bereavement, teenage girl, independent film","A recently bereaved teenage girl goes to live with her aunt in a secluded woodland house, unaware that sinister forces lurk within.",174,en,GB
The Out-Laws,2023,"Romance, Action, Comedy",6.0,7.977,95,Tyler Spindel,Ben Zazove,"Adam Devine, Nina Dobrev, Pierce Brosnan","bank manager, wedding, bank robbery, in-laws","A straight-laced bank manager is about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",718,en,US
The Marvels,2023,"Science Fiction, Adventure, Action",6.0,31.342,105,Nia DaCosta,Elissa Karasik,"Brie Larson, Teyonah Parris, Iman Vellani","hero, superhero, space travel, based on comic, sequel, teenage girl, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), woman director, space adventure, absurd, foreboding","Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",2846,en,US
Sympathy for the Devil,2023,"Thriller, Action",6.0,8.155,90,Yuval Adler,Luke Paradise,"Nicolas Cage, Joel Kinnaman, Alexis Zollicoffer","child labour, psychological thriller, hitchhiking, car driver, car hijacking","After being forced to drive a mysterious passenger at gunpoint, a man finds himself in a high-stakes game of cat and mouse where it becomes clear that not everything is as it seems.",263,en,US
The Black Demon,2023,"Thriller, Drama, Horror",6.0,7.854,101,Adrian Grünberg,Boise Esquerra,"Josh Lucas, Fernanda Urrejola, Julio Cesar Cedillo","shark attack, shark, killer shark, baja california, oil rig , oilman, sharksploitation, tlaloc","Oilman Paul Sturges' idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. Stranded and under constant attack, Paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.",638,en,US
Monolith,2023,"Horror, Mystery, Science Fiction, Thriller",6.0,12.81,94,Matt Vesely,Lucy Campbell,"Lily Sullivan, Ling Cooper Tang, Ansuya Nathan","journalist, alien conspiracy, podcast","A desperate young journalist turns to podcasting to salvage her career, but her rush to make headlines leads her to an alien conspiracy.",142,en,AU
Vikings: Battle of Heirs,2023,Action,6.0,16.808,82,Robin Keane,,"Amber Doig-Thorne, Iris Papas, Gaston Alexander",vikings (norsemen),"A young Viking must come to terms with the realization that he may be the King's son, who was switched at birth, but not before others try to take his rightful place.",46,en,"US, GB"
The Five,2023,Western,6.0,13.532,75,Travis Mills,Travis Mills,"John Marrs, Todd South, Tom Dragt",,"A scorned woman enlists the help of five strangers to execute a bank robbery. Tensions rise as the men anxiously await her arrival with the money, leaving the crew to wonder if they have been betrayed.",43,en,US
Freddy's Fridays,2023,Horror,6.0,11.712,77,Ben J. Williams,Charlie Carter,"Danielle Scott, Lauren Budd, Matthew Baunsgard",,"A detective begins to investigate a series of mysterious murders that are connected to a demonic book that brings dolls to life. As the body count begins to rise, the detective soon learns the curse of the demonic Friday and must find a way to stop it before any others disappear.",23,en,GB
Role Play,2023,"Action, Comedy, Romance",6.0,15.931,101,Thomas Vincent,,"Kaley Cuoco, David Oyelowo, Bill Nighy","assassin, berlin, germany, husband wife relationship, secret life, submissive, hired killer, secretive wife, clueless husband, mother daughter relationship, woman spy, cliché",Emma has a wonderful husband and two kids in the suburbs of New Jersey – she also has a secret life as an assassin for hire – a secret that her husband David discovers when the couple decide to spice up their marriage with a little role play.,547,en,US
Spy Kids: Armageddon,2023,"Family, Comedy, Adventure, Science Fiction",6.0,9.251,94,Robert Rodriguez,Robert Rodriguez,"Connor Esterson, Everly Carganilla, Zachary Levi","video game, technology, spy, games, secret agent, game, virus, game developer, heroes, kids, fantasy, save the world","When the children of the world’s greatest secret agents unwittingly help a powerful game developer unleash a computer virus that gives him control of all technology, they must become spies themselves to save their parents and the world.",142,en,US
65,2023,"Action, Adventure, Science Fiction",5.964,18.694,92,Bryan Woods,Bryan Woods,"Adam Driver, Ariana Greenblatt, Chloe Coleman","monster, asteroid, cave, giant monster, prehistory, dinosaur, quicksand, crash landing, alien race, sick child, shipwrecked, man vs nature, father daughter relationship, alien spaceship","65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",2489,en,US
Brooklyn 45,2023,"Horror, Thriller, History",5.943,9.174,93,Ted Geoghegan,Ted Geoghegan,"Anne Ramsay, Ezra Buzzington, Jeremy Holm",,"Five military veterans, best friends since childhood, gather together in a Brooklyn brownstone several months after the end of World War II, and the metaphoric ghosts of their past become all-too-literal.",44,en,US
Boudica,2023,"Action, War",5.922,8.76,101,Jesse V. Johnson,Jesse V. Johnson,"Olga Kurylenko, Peter Franzén, Clive Standen",female protagonist,"Inspired by events in A.D. 60, Boudica follows the eponymous Celtic warrior who rules the Iceni people alongside her husband Prasutagus. When he dies at the hands of Roman soldiers, Boudica’s kingdom is left without a male heir and the Romans seize her land and property.  Driven to the edge of madness and determined to avenge her husband’s death, Boudica rallies the various tribes from the region and wages an epic war against the mighty Roman empire.",153,en,GB
The Kill Room,2023,"Comedy, Crime",5.918,12.281,98,Nicol Paone,Jonathan Jacobson,"Uma Thurman, Joe Manganiello, Samuel L. Jackson","hitman, dark comedy, money, modern art, crime","A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",237,en,US
Die Hart,2023,"Comedy, Action, Thriller",5.9,8.449,84,Eric Appel,Derek Kolstad,"Kevin Hart, John Travolta, Nathalie Emmanuel","martial arts, parody, explosion, film within a film, witty","Kevin Hart - playing a version of himself - is on a death-defying quest to become an action star. And with a little help from John Travolta, Nathalie Emmanuel, and Josh Hartnett - he just might pull it off.",457,en,US
The Exorcist: Believer,2023,"Horror, Thriller",5.9,16.234,111,David Gordon Green,,"Leslie Odom Jr., Lidya Jewett, Olivia O'Neill","faith, exorcism, possession, sequel, disappearance, death of mother, exorcist, reboot, demonic possession, religious horror, father daughter relationship, awestruck","Since his wife's death, Victor has raised his daughter Angela alone. After she and her friend return from a three-day disappearance with missing memories, they begin displaying frightening behavior reminiscent of the MacNeil possession fifty years prior.",1084,en,US
Ape vs Mecha Ape,2023,"Action, Science Fiction",5.8,14.804,80,Marc Gottlieb,Marc Gottlieb,"Tom Arnold, Eugenia Kuzmina, Corbin Timbrook","monster, giant monster, sequel, mecha, giant robot, kaiju, giant ape","Recognizing the destructive power of its captive giant Ape, the military makes its own battle-ready A.I., Mecha Ape. But its first practical test goes horribly wrong, leaving the military no choice but to release the imprisoned giant ape to stop the colossal robot before it destroys downtown Chicago.",280,en,US
