Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
This Is Where I Leave You,2014,"Drama, Comedy",6.6,103,Shawn Levy,,"Jason Bateman, Tina Fey, Jane Fonda","When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",en,US
The Purge: Anarchy,2014,"Horror, Thriller",6.6,103,James DeMonaco,James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford","One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",en,"FR, US"
Veronica Mars,2014,"Crime, Drama, Comedy",6.6,107,Rob Thomas,,"Kristen Bell, Jason Dohring, Enrico Colantoni","Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",en,US
Petals on the Wind,2014,"TV Movie, Romance, Thriller",6.6,85,Karen Moncrieff,,"Heather Graham, Rose McIver, Wyatt Nash","This sequel to Flowers in the Attic picks up 10 years after Cathy, Chris and Carrie managed to escape Foxworth Hall.",en,US
The Guest,2014,"Mystery, Thriller, Action",6.6,101,Adam Wingard,Simon Barrett,"Dan Stevens, Maika Monroe, Brendan Meyer","A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",en,"US, GB"
Barefoot,2014,"Comedy, Drama, Romance",6.6,90,Andrew Fleming,Stephen Zotnowski,"Evan Rachel Wood, Scott Speedman, J.K. Simmons","The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He takes the naive young woman home for his brother's wedding an improbable romance blooms, as she impresses everyone with her genuine, simple charms.",en,US
Inherent Vice,2014,"Drama, Mystery, Comedy",6.6,149,Paul Thomas Anderson,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson","In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",en,US
Frontera,2014,"Western, Drama",6.519,103,Michael Berry,Louis Moulinet,"Ed Harris, Eva Longoria, Michael Peña","After crossing the border illegally for work, Miguel, a hard-working father and devoted husband, finds himself wrongfully accused of murdering a former sheriff’s wife. After learning of his imprisonment, Miguel’s pregnant wife tries to come to his aid and lands in the hands of corrupt coyotes who hold her for ransom. Dissatisfied with the police department’s investigation, the former sheriff tries to uncover the truth about his wife’s death and discovers disturbing evidence that will destroy one family’s future, or tear another’s apart.",en,US
The Babadook,2014,"Drama, Horror",6.518,94,Jennifer Kent,Jennifer Kent,"Essie Davis, Noah Wiseman, Hayley McElhinney","A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",en,AU
Joe,2014,Drama,6.506,118,David Gordon Green,,"Nicolas Cage, Tye Sheridan, Ronnie Gene Blevins",The rough-hewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father.,en,US
Rio 2,2014,"Animation, Adventure, Comedy, Family",6.501,101,Carlos Saldanha,,"Jesse Eisenberg, Anne Hathaway, will.i.am","It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",en,"BR, US"
A Most Wanted Man,2014,Thriller,6.5,121,Anton Corbijn,,"Philip Seymour Hoffman, Willem Dafoe, Robin Wright",A Chechen Muslim illegally immigrates to Hamburg and becomes a person of interest for a covert government team tracking the movements of potential terrorists.,en,"US, GB"
Born to Race: Fast Track,2014,Action,6.5,94,Alex Ranarivelo,Steve Sarno,"Beau Mirchoff, Brett Davern, Bill Sage","Danny Krueger is a twenty-year old drag racer who plays by his own rules. After winning a scholarship to the prestigious Fast Lane Racing Academy, Danny finds himself competing against some of the fiercest young drivers in the world. Tension soars on and off the track, and a terrible incident leaves Danny without a racing partner. Facing dismissal from the academy, Danny is forced to team up with an old rival. The pair must learn to set aside their differences as they vie for rookie spots on a professional racing team.",en,US
Let's Be Cops,2014,Comedy,6.5,104,Luke Greenfield,,"Jake Johnson, Damon Wayans Jr., Rob Riggle","Best pals Ryan and Justin are stalled in their respective careers -- a fact that is painfully driven home when they go to a college reunion. Dressed as police in the mistaken belief that they were to attend a costume party, Ryan and Justin find that the uniforms earn them much respect and attention. Although Justin is uncomfortable with the idea, Ryan decides to continue with the charade, putting them both in increasingly dangerous situations. When these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",en,US
The Amazing Spider-Man 2,2014,"Action, Adventure, Science Fiction",6.5,141,Marc Webb,,"Andrew Garfield, Emma Stone, Jamie Foxx","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",en,US
Before I Go to Sleep,2014,"Thriller, Mystery",6.5,92,Rowan Joffe,,"Nicole Kidman, Colin Firth, Mark Strong","A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",en,GB
E N V O Y,2014,Science Fiction,6.5,9,David Weinstein,David Weinstein,"Elijah Allan-Blitz, Paul Thomas Arnold, Will Spencer",A young boy discovers a deadly alien creature and winds up entangled in a top secret government operation.,en,US
Lucy,2014,"Action, Science Fiction",6.457,89,Luc Besson,,"Scarlett Johansson, Morgan Freeman, Choi Min-sik","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",en,FR
The Other Woman,2014,"Comedy, Romance",6.429,109,Nick Cassavetes,Melissa K. Stack,"Cameron Diaz, Leslie Mann, Kate Upton","After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",en,US
Dracula Untold,2014,"Horror, Action, Fantasy",6.428,92,Gary Shore,Matt Sazama,"Luke Evans, Sarah Gadon, Dominic Cooper","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",en,US
Two Night Stand,2014,"Romance, Comedy",6.4,86,Max Nichols,Mark Hammer,"Lio Tipton, Miles Teller, Jessica Szohr","After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",en,US
Need for Speed,2014,"Action, Crime, Drama, Thriller",6.4,131,Scott Waugh,,"Aaron Paul, Dominic Cooper, Imogen Poots","The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",en,US
The Loft,2014,Thriller,6.4,108,Erik Van Looy,,"Karl Urban, James Marsden, Wentworth Miller","For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",en,US
Sin City: A Dame to Kill For,2014,"Crime, Action, Thriller",6.388,102,Robert Rodriguez,Frank Miller,"Jessica Alba, Bruce Willis, Mickey Rourke",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,en,US
Son of a Gun,2014,"Action, Crime, Drama, Thriller",6.376,108,Julius Avery,Julius Avery,"Ewan McGregor, Brenton Thwaites, Alicia Vikander","Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch, but protection comes at a price.",en,"AU, CA, GB, US"
A Walk Among the Tombstones,2014,"Crime, Drama, Mystery, Thriller",6.327,114,Scott Frank,,"Liam Neeson, Dan Stevens, David Harbour",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,en,US
Ride Along,2014,"Action, Comedy",6.3,99,Tim Story,,"Ice Cube, Kevin Hart, John Leguizamo","For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",en,US
Escobar: Paradise Lost,2014,"Thriller, Romance",6.3,120,Andrea Di Stefano,,"Benicio del Toro, Josh Hutcherson, Brady Corbet","For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",en,"BE, ES, US, FR, PA"
Vampire Academy,2014,"Comedy, Action, Fantasy",6.3,104,Mark Waters,,"Zoey Deutch, Lucy Fry, Danila Kozlovsky","Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.",en,US
Muppets Most Wanted,2014,"Comedy, Adventure, Crime, Family",6.3,107,James Bobin,,"Ricky Gervais, Ty Burrell, Tina Fey","While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",en,"US, GB"
Cake,2014,Drama,6.3,102,Daniel Barnz,,"Jennifer Aniston, Adriana Barraza, Anna Kendrick","After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",en,US
Winter's Tale,2014,"Drama, Fantasy, Mystery, Romance",6.3,118,Akiva Goldsman,,"Colin Farrell, Jessica Brown Findlay, Russell Crowe","A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",en,US
Iron Man & Captain America: Heroes United,2014,"Adventure, Animation, Action",6.3,71,Leo Riley,,"Adrian Pasdar, Roger Craig Smith, Fred Tatasciore","Iron Man and Captain America battle to keep the Red Skull and his triggerman, Taskmaster, from unleashing an army of Hydra Brutes on the world!  Sequel to the film ""Iron Man & Hulk: Heroes United"" and feature Iron Man teaming up with Captain America, it comes to accompany the live-action film ""Captain America: The Winter Soldier"".",en,US
Taken 3,2014,"Thriller, Action",6.3,109,Olivier Megaton,,"Liam Neeson, Forest Whitaker, Maggie Grace","Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",en,US
13 Sins,2014,"Horror, Thriller",6.292,93,Daniel Stamm,,"Mark Webber, Devon Graye, Tom Bower","Drowning in debt as he's about to get married, a bright but meek salesman receives a mysterious phone call informing him that he's on a hidden-camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",en,US
Falcon Rising,2014,"Adventure, Action",6.28,103,Ernie Barbarash,Y.T. Parazi,"Michael Jai White, Neal McDonough, Lateef Crowder","Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",en,US
Black Sea,2014,"Adventure, Drama, Thriller",6.259,115,Kevin Macdonald,,"Jude Law, Karl Davies, Jodie Whittaker","A rogue submarine captain pulls together a misfit crew to go after a sunken treasure rumored to be lost in the depths of the Black Sea. As greed and desperation take control on-board their claustrophobic vessel, the increasing uncertainty of the mission causes the men to turn on each other to fight for their own survival.",en,"US, GB"
The Voices,2014,"Comedy, Crime, Horror, Fantasy",6.243,104,Marjane Satrapi,Michael R. Perry,"Ryan Reynolds, Gemma Arterton, Anna Kendrick","A mentally unhinged factory worker must decide whether to listen to his talking cat and become a killer, or follow his dog's advice to keep striving for normalcy.",en,US
The Expendables 3,2014,"Action, Adventure, Thriller",6.21,126,Patrick Hughes,,"Sylvester Stallone, Jason Statham, Harrison Ford","Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",en,US
Last Shift,2014,"Horror, Mystery",6.2,87,Anthony DiBlasi,Anthony DiBlasi,"Juliana Harkavy, Joshua Mikel, Hank Stone","Rookie police officer Jessica Loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. Ordered not to leave the station under any circumstances, Jessica comes to learn that it's more than just an outdated station, it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. Jessica is left to fend for herself in the Devil's playground.",en,US
The Interview,2014,"Action, Comedy",6.2,113,Evan Goldberg,,"James Franco, Seth Rogen, Lizzy Caplan","Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",en,US
Planes: Fire & Rescue,2014,"Animation, Comedy, Adventure, Family",6.2,83,Bobs Gannaway,,"Ed Harris, Dane Cook, Julie Bowen","When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",en,US
Deliver Us from Evil,2014,"Thriller, Crime, Horror",6.2,118,Scott Derrickson,Scott Derrickson,"Eric Bana, Olivia Munn, Edgar Ramírez","When a frightening wave of violence sweeps through New York City, troubled cop Sarchie fails to find a rational explanation for the bizarre crimes. However, his eyes are opened to a frightening alternate reality when renegade Jesuit priest Mendoza convinces him that demonic possession may be to blame for the gruesome murders. Together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil.",en,US
Walking on Sunshine,2014,"Comedy, Romance",6.2,97,Max Giwa,Joshua St Johnston,"Annabel Scholey, Hannah Arterton, Kumud Pant","Set to the music of popular hit songs from the 1980s. A beautiful coastal village, present day Italy. After a whirlwind romance, Maddie is preparing to marry gorgeous Italian Raf, and has invited her sister Taylor to the wedding. Unbeknownst to Maddie, however, Raf is Taylor's ex-holiday flame, and the love of her life...",en,"US, GB"
Annie,2014,"Comedy, Drama, Family",6.2,118,Will Gluck,,"Quvenzhané Wallis, Jamie Foxx, Rose Byrne","Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",en,US
A Haunted House 2,2014,"Comedy, Horror",6.2,87,Michael Tiddes,Marlon Wayans,"Marlon Wayans, Jaime Pressly, Essence Atkins","After exorcising the demons of his ex, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",en,US
Neighbors,2014,Comedy,6.186,97,Nicholas Stoller,Brendan O'Brien,"Seth Rogen, Zac Efron, Rose Byrne",A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,en,US
Horrible Bosses 2,2014,Comedy,6.182,108,Sean Anders,,"Jason Bateman, Jason Sudeikis, Charlie Day","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",en,US
Under the Skin,2014,"Thriller, Science Fiction, Drama",6.136,108,Jonathan Glazer,Milo Addica,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay",A seductive stranger prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,en,GB
The November Man,2014,"Crime, Action, Thriller",6.108,108,Roger Donaldson,,"Pierce Brosnan, Luke Bracey, Olga Kurylenko",An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,en,"GB, US"
Skin Trade,2014,"Thriller, Action, Drama, Crime",6.1,96,Ekachai Uekrongtham,,"Dolph Lundgren, Tony Jaa, Ron Perlman",After his family is killed by a Serbian gangster with international interests. NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network.,en,"CA, US"
Bad Ass 2: Bad Asses,2014,Action,6.1,91,Craig Moss,Craig Moss,"Danny Trejo, Danny Glover, Andrew Divoff","Vietnam vet Frank Vega now runs an East L.A. community center where he trains young boxers to survive in and out of the ring. But when his prize student falls in with the wrong crowd and turns up dead, Frank teams up with his pal Bernie to take matters into their own fists and prove that justice never gets old.",en,US
Jack Ryan: Shadow Recruit,2014,"Action, Drama, Thriller",6.1,105,Kenneth Branagh,Tom Clancy,"Chris Pine, Keira Knightley, Kevin Costner","Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",en,US
300: Rise of an Empire,2014,"Action, Drama, War",6.1,102,Noam Murro,,"Sullivan Stapleton, Eva Green, Lena Headey","Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",en,US
Wyrmwood: Road of the Dead,2014,"Horror, Action, Comedy",6.1,98,Kiah Roache-Turner,,"Jay Gallagher, Bianca Bradey, Leon Burchill","Barry is a talented mechanic and family man whose life is torn apart on the eve of a zombie apocalypse. His sister, Brooke, is kidnapped by a sinister team of gas-mask wearing soldiers & experimented on by a psychotic doctor. While Brooke plans her escape Barry goes out on the road to find her & teams up with Benny, a fellow survivor - together they must arm themselves and prepare to battle their way through hordes of flesh-eating monsters in a harsh Australian bushland.",en,AU
The Remaining,2014,"Thriller, Horror",6.1,88,Casey La Scala,Chris Dowling,"Alexa PenaVega, Johnny Pacar, Shaun Sipos","When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle.",en,US
Into the Storm,2014,"Action, Thriller",6.1,89,Steven Quale,John Swetnam,"Richard Armitage, Sarah Wayne Callies, Matt Walsh","As a new day begins in the town of Silverton, its residents have little reason to believe it will be anything other than ordinary. Mother Nature, however has other plans. In the span of just a few hours, an unprecedented onslaught of powerful tornadoes ravages Silverton. Storm trackers predict that the worst is still to come, as terrified residents seek shelter, and professional storm-chasers run toward the danger, hoping to study the phenomenon close up and get a once-in-a-lifetime shot.",en,US
3 Days to Kill,2014,"Action, Drama, Thriller",6.091,113,McG,,"Kevin Costner, Amber Heard, Hailee Steinfeld","A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",en,US
The Monuments Men,2014,"War, Drama, History, Action",6.059,118,George Clooney,,"George Clooney, Matt Damon, Bill Murray","Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",en,US
A Million Ways to Die in the West,2014,"Comedy, Western",6.046,116,Seth MacFarlane,Seth MacFarlane,"Seth MacFarlane, Charlize Theron, Amanda Seyfried","As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",en,US
And So It Goes,2014,"Comedy, Drama, Romance",6.028,94,Rob Reiner,,"Michael Douglas, Diane Keaton, Sterling Jerins","Nobody likes self-centered realtor Oren Little, and he prefers it that way. He's deliberately mean to anyone who crosses his path and wants nothing more than to sell one final house and retire. His life turns upside-down when his estranged son drops off a granddaughter he never knew existed. Suddenly left in charge of her and with no idea how to take care of a child, he pawns the girl off on his neighbor, Leah -- but he eventually learns how to open his heart.",en,US
The Love Punch,2014,"Comedy, Romance, Drama",6.014,94,Joel Hopkins,Joel Hopkins,"Emma Thompson, Pierce Brosnan, Celia Imrie","Retirement at last! Middle-aged and divorced, company owner Richard Jones is looking forward to a worry-free existence as he arrives at his office on his last day of work. Much to his dismay, he discovers that the management buyout of his company was fraudulent. The company is now bankrupt and the employee pension fund — including his own — has been embezzled. Enlisting the help of his ex-wife Kate, Richard sets out to track down the shady businessman behind the fraud.",en,GB
The Gambler,2014,"Thriller, Crime, Drama",6.0,111,Rupert Wyatt,,"Mark Wahlberg, John Goodman, Brie Larson","Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.",en,US
Adult World,2014,Comedy,6.0,107,Scott Coffey,Scott Coffey,"Emma Roberts, Evan Peters, John Cusack","Amy, a naive college graduate who believes she's destined to be a great poet, begrudgingly accepts a job at a sex shop while she pursues a mentorship with reclusive writer Rat Billings.",en,US
Transcendence,2014,"Thriller, Science Fiction, Drama, Mystery",6.0,119,Wally Pfister,Jack Paglen,"Johnny Depp, Rebecca Hall, Paul Bettany","Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",en,US
The Signal,2014,"Thriller, Science Fiction",6.0,97,William Eubank,Carlyle Eubank,"Brenton Thwaites, Olivia Cooke, Beau Knapp","On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness – only to find himself in a waking nightmare.",en,US
Sub Rosa,2014,"Drama, Romance",6.0,22,Krisstian de Lara,Bryan Trotman,"Julie Kendall, Mario Nalini, Mario Temes","Bullied by his father to grow up, a teen fights between the love of his step-mother over his father's life.",en,US
The Single Moms Club,2014,"Drama, Comedy",6.0,111,Tyler Perry,,"Nia Long, Amy Smart, Wendi McLendon-Covey",A group of single moms are brought together in the aftermath of an incident at their children's school.,en,US
Transformers: Age of Extinction,2014,"Science Fiction, Action, Adventure",5.94,165,Michael Bay,Ehren Kruger,"Mark Wahlberg, Peter Cullen, Stanley Tucci","As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.",en,US
No Good Deed,2014,"Crime, Thriller",5.94,84,Sam Miller,Aimee Lagos,"Idris Elba, Taraji P. Henson, Leslie Bibb","Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",en,US
Exodus: Gods and Kings,2014,"Adventure, Drama, Action",5.9,150,Ridley Scott,,"Christian Bale, Joel Edgerton, Ben Kingsley","The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",en,US
Beyond the Reach,2014,Thriller,5.9,95,Jean-Baptiste Léonetti,,"Michael Douglas, Jeremy Irvine, Hanna Mangan Lawrence",A high-rolling corporate shark and his impoverished young guide play the most dangerous game during a hunting trip in the Mojave Desert.,en,US
Third Person,2014,"Drama, Romance",5.9,137,Paul Haggis,,"Liam Neeson, Mila Kunis, Adrien Brody","An acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",en,"US, GB"
RoboCop,2014,"Science Fiction, Action, Crime",5.9,118,José Padilha,,"Joel Kinnaman, Gary Oldman, Michael Keaton","In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",en,US
Playing It Cool,2014,"Comedy, Romance",5.9,94,Justin Reardon,,"Chris Evans, Michelle Monaghan, Topher Grace",A young man meets and instantly falls in love with an engaged woman.,en,US
Addicted,2014,"Drama, Thriller",5.9,105,Bille Woodruff,,"Boris Kodjoe, Brandon Gonzales, Cameron Mills",A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,en,US
Brick Mansions,2014,"Action, Crime, Drama",5.9,90,Camille Delamarre,,"Paul Walker, David Belle, RZA","In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",en,CA
Effie Gray,2014,Drama,5.895,104,Richard Laxton,,"Dakota Fanning, Emma Thompson, Greg Wise",A look at the mysterious relationship between Victorian art critic John Ruskin and his teenage bride Effie Gray.,en,"GB, US"
Cooties,2014,"Comedy, Horror",5.878,88,Cary Murnion,Leigh Whannell,"Elijah Wood, Alison Pill, Rainn Wilson","A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives.",en,US
Miss Meadows,2014,Drama,5.851,88,Karen Leigh Hopkins,Karen Leigh Hopkins,"Katie Holmes, James Badge Dale, Callan Mulvey","Miss Meadows is a school teacher with impeccable manners and grace. However, underneath the candy-sweet exterior hides a ruthless gun-toting vigilante who takes it upon herself to right the wrongs in the world by whatever means necessary. For Miss Meadows, bad behavior is simply unforgivable.",en,US
The Captive,2014,"Drama, Thriller, Crime",5.825,112,Atom Egoyan,,"Ryan Reynolds, Scott Speedman, Rosario Dawson","Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she's still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance.",en,CA
Redirected,2014,"Action, Comedy, Crime, Thriller",5.809,99,Emilis Vėlyvis,Jonas Banys,"Vinnie Jones, Scot Williams, Gil Darnell","Four friends become stranded in Eastern Europe and have to become hit men, prostitutes, corrupt cops, smugglers and more to make it home.",en,"LT, GB"
